,inner1,outer1,inner2,outer2,inner3,outer3,move,inner4,outer4,inner5,outer5,,
81,-0.011366755,-0.019503206,-0.005644083,-0.009099573,0.008050889,-0.006131664,0,0.018842936,-0.001598179,0.013188064,0.003781214,,
82,-0.005644083,-0.009099573,0.008050889,-0.006131664,0.018842936,-0.001598179,0,0.013188064,0.003781214,0.007389396,0.007943794,,
83,0.008050889,-0.006131664,0.018842936,-0.001598179,0.013188064,0.003781214,0,0.007389396,0.007943794,0.00828287,0.008983016,,
84,0.018842936,-0.001598179,0.013188064,0.003781214,0.007389396,0.007943794,0,0.00828287,0.008983016,0.008343875,0.006956875,,
85,0.013188064,0.003781214,0.007389396,0.007943794,0.00828287,0.008983016,0,0.008343875,0.006956875,0.002262592,0.002062351,,
86,0.007389396,0.007943794,0.00828287,0.008983016,0.008343875,0.006956875,0,0.002262592,0.002062351,-0.004066765,-0.002350017,,
87,0.00828287,0.008983016,0.008343875,0.006956875,0.002262592,0.002062351,0,-0.004066765,-0.002350017,-0.007128268,-0.00552386,,
88,0.008343875,0.006956875,0.002262592,0.002062351,-0.004066765,-0.002350017,0,-0.007128268,-0.00552386,-0.007546097,-0.007371023,,
89,0.002262592,0.002062351,-0.004066765,-0.002350017,-0.007128268,-0.00552386,0,-0.007546097,-0.007371023,-0.003866583,0,,
90,-0.004066765,-0.002350017,-0.007128268,-0.00552386,-0.007546097,-0.007371023,0,-0.003866583,0,0.004562169,0,,
91,-0.007128268,-0.00552386,-0.007546097,-0.007371023,-0.003866583,0,0,0.004562169,0,0.009903431,0,,
92,-0.007546097,-0.007371023,-0.003866583,0,0.004562169,0,0,0.009903431,0,0.011116773,0,,
93,-0.003866583,0,0.004562169,0,0.009903431,0,0,0.011116773,0,0.01075992,0,,
94,0.004562169,0,0.009903431,0,0.011116773,0,0,0.01075992,0,0.009782344,0,,
95,0.009903431,0,0.011116773,0,0.01075992,0,0,0.009782344,0,0.008889169,0,,
96,0.011116773,0,0.01075992,0,0.009782344,0,0,0.008889169,0,0.007226378,0,,
97,0.01075992,0,0.009782344,0,0.008889169,0,0,0.007226378,0,0.006368667,0,,
98,0.009782344,0,0.008889169,0,0.007226378,0,0,0.006368667,0,0.003690243,0,,
99,0.008889169,0,0.007226378,0,0.006368667,0,0,0.003690243,0,0.003831893,0,,
100,0.007226378,0,0.006368667,0,0.003690243,0,0,0.003831893,0,0.005811274,0,,
101,0.006368667,0,0.003690243,0,0.003831893,0,0,0.005811274,0,0.008464247,0,,
102,0.003690243,0,0.003831893,0,0.005811274,0,0,0.008464247,0,0.010868043,0,,
103,0.003831893,0,0.005811274,0,0.008464247,0,-1,0.010868043,0,0.022741646,0,,
104,0.005811274,0,0.008464247,0,0.010868043,0,0,0.022741646,0,0.026246071,0,,
105,0.008464247,0,0.010868043,0,0.022741646,0,0,0.026246071,0,0.019679606,0,,
106,0.010868043,0,0.022741646,0,0.026246071,0,0,0.019679606,0,0.0140948,0,,
107,0.022741646,0,0.026246071,0,0.019679606,0,0,0.0140948,0,0.00983575,0.043024898,,
108,0.026246071,0,0.019679606,0,0.0140948,0,0,0.00983575,0.043024898,0.013812035,0.003816858,,
109,0.019679606,0,0.0140948,0,0.00983575,0.043024898,0,0.013812035,0.003816858,0.011492968,0.001441091,,
110,0.0140948,0,0.00983575,0.043024898,0.013812035,0.003816858,0,0.011492968,0.001441091,0.006604791,-0.001079828,,
111,0.00983575,0.043024898,0.013812035,0.003816858,0.011492968,0.001441091,0,0.006604791,-0.001079828,-0.001062185,-0.002898514,,
112,0.013812035,0.003816858,0.011492968,0.001441091,0.006604791,-0.001079828,0,-0.001062185,-0.002898514,-0.006796151,-0.002058849,,
113,0.011492968,0.001441091,0.006604791,-0.001079828,-0.001062185,-0.002898514,0,-0.006796151,-0.002058849,-0.012081295,-0.000862002,,
114,0.006604791,-0.001079828,-0.001062185,-0.002898514,-0.006796151,-0.002058849,0,-0.012081295,-0.000862002,-0.017625302,0.000201359,,
115,-0.001062185,-0.002898514,-0.006796151,-0.002058849,-0.012081295,-0.000862002,0,-0.017625302,0.000201359,-0.017061859,-7.75E-07,,
116,-0.006796151,-0.002058849,-0.012081295,-0.000862002,-0.017625302,0.000201359,0,-0.017061859,-7.75E-07,-0.010286301,-0.001655787,,
117,-0.012081295,-0.000862002,-0.017625302,0.000201359,-0.017061859,-7.75E-07,0,-0.010286301,-0.001655787,-0.016030371,-0.003021002,,
118,-0.017625302,0.000201359,-0.017061859,-7.75E-07,-0.010286301,-0.001655787,0,-0.016030371,-0.003021002,-0.012069345,-0.007506818,,
119,-0.017061859,-7.75E-07,-0.010286301,-0.001655787,-0.016030371,-0.003021002,0,-0.012069345,-0.007506818,-0.00890255,-0.004150242,,
120,-0.010286301,-0.001655787,-0.016030371,-0.003021002,-0.012069345,-0.007506818,0,-0.00890255,-0.004150242,-0.01420173,-0.021658957,,
121,-0.016030371,-0.003021002,-0.012069345,-0.007506818,-0.00890255,-0.004150242,0,-0.01420173,-0.021658957,-0.027628213,0.029404238,,
122,-0.012069345,-0.007506818,-0.00890255,-0.004150242,-0.01420173,-0.021658957,0,-0.027628213,0.029404238,-0.029208452,-0.002974853,,
123,-0.00890255,-0.004150242,-0.01420173,-0.021658957,-0.027628213,0.029404238,0,-0.029208452,-0.002974853,-0.017229348,-0.002798542,,
124,-0.01420173,-0.021658957,-0.027628213,0.029404238,-0.029208452,-0.002974853,0,-0.017229348,-0.002798542,-0.009328872,7.51E-05,,
125,-0.027628213,0.029404238,-0.029208452,-0.002974853,-0.017229348,-0.002798542,0,-0.009328872,7.51E-05,0.002925158,0.001605183,,
126,-0.029208452,-0.002974853,-0.017229348,-0.002798542,-0.009328872,7.51E-05,0,0.002925158,0.001605183,0.015166074,5.12E-05,,
127,-0.017229348,-0.002798542,-0.009328872,7.51E-05,0.002925158,0.001605183,0,0.015166074,5.12E-05,0.016660005,0.000793412,,
128,-0.009328872,7.51E-05,0.002925158,0.001605183,0.015166074,5.12E-05,0,0.016660005,0.000793412,0.005462766,0.001546547,,
129,0.002925158,0.001605183,0.015166074,5.12E-05,0.016660005,0.000793412,0,0.005462766,0.001546547,-0.000527918,9.78E-05,,
130,0.015166074,5.12E-05,0.016660005,0.000793412,0.005462766,0.001546547,0,-0.000527918,9.78E-05,-0.003491819,0.000684217,,
131,0.016660005,0.000793412,0.005462766,0.001546547,-0.000527918,9.78E-05,0,-0.003491819,0.000684217,-0.004161477,0.00442344,,
132,0.005462766,0.001546547,-0.000527918,9.78E-05,-0.003491819,0.000684217,0,-0.004161477,0.00442344,-0.005840182,0.042707682,,
133,-0.000527918,9.78E-05,-0.003491819,0.000684217,-0.004161477,0.00442344,0,-0.005840182,0.042707682,-0.007561594,0.023978189,,
134,-0.003491819,0.000684217,-0.004161477,0.00442344,-0.005840182,0.042707682,0,-0.007561594,0.023978189,-0.004342437,0.020429552,,
135,-0.004161477,0.00442344,-0.005840182,0.042707682,-0.007561594,0.023978189,0,-0.004342437,0.020429552,-0.001187027,0.036895663,,
136,-0.005840182,0.042707682,-0.007561594,0.023978189,-0.004342437,0.020429552,0,-0.001187027,0.036895663,0.001870185,-0.034125164,,
137,-0.007561594,0.023978189,-0.004342437,0.020429552,-0.001187027,0.036895663,0,0.001870185,-0.034125164,0.007278174,-0.002120003,,
138,-0.004342437,0.020429552,-0.001187027,0.036895663,0.001870185,-0.034125164,0,0.007278174,-0.002120003,0.011149734,-0.006060123,,
139,-0.001187027,0.036895663,0.001870185,-0.034125164,0.007278174,-0.002120003,0,0.011149734,-0.006060123,0.006336033,-0.004730389,,
140,0.001870185,-0.034125164,0.007278174,-0.002120003,0.011149734,-0.006060123,0,0.006336033,-0.004730389,0.001987249,-0.019573718,,
141,0.007278174,-0.002120003,0.011149734,-0.006060123,0.006336033,-0.004730389,0,0.001987249,-0.019573718,0.007842153,-0.021064147,,
142,0.011149734,-0.006060123,0.006336033,-0.004730389,0.001987249,-0.019573718,0,0.007842153,-0.021064147,0.015755415,-0.013068572,,
143,0.006336033,-0.004730389,0.001987249,-0.019573718,0.007842153,-0.021064147,0,0.015755415,-0.013068572,0.016830891,-0.006671168,,
144,0.001987249,-0.019573718,0.007842153,-0.021064147,0.015755415,-0.013068572,0,0.016830891,-0.006671168,0.013457119,-0.001615316,,
145,0.007842153,-0.021064147,0.015755415,-0.013068572,0.016830891,-0.006671168,0,0.013457119,-0.001615316,0.00461182,0.00054688,,
146,0.015755415,-0.013068572,0.016830891,-0.006671168,0.013457119,-0.001615316,0,0.00461182,0.00054688,-0.000830501,0.001678817,,
147,0.016830891,-0.006671168,0.013457119,-0.001615316,0.00461182,0.00054688,0,-0.000830501,0.001678817,-0.007250369,0.001109898,,
148,0.013457119,-0.001615316,0.00461182,0.00054688,-0.000830501,0.001678817,0,-0.007250369,0.001109898,-0.006745934,0.00050769,,
149,0.00461182,0.00054688,-0.000830501,0.001678817,-0.007250369,0.001109898,0,-0.006745934,0.00050769,-0.001046985,-0.000833057,,
150,-0.000830501,0.001678817,-0.007250369,0.001109898,-0.006745934,0.00050769,0,-0.001046985,-0.000833057,0.002155095,-0.001535393,,
151,-0.007250369,0.001109898,-0.006745934,0.00050769,-0.001046985,-0.000833057,0,0.002155095,-0.001535393,0.000290036,-0.002249576,,
152,-0.006745934,0.00050769,-0.001046985,-0.000833057,0.002155095,-0.001535393,0,0.000290036,-0.002249576,-0.006615013,-0.000600129,,
153,-0.001046985,-0.000833057,0.002155095,-0.001535393,0.000290036,-0.002249576,-1,-0.006615013,-0.000600129,-0.011830568,-0.000422329,,
154,0.002155095,-0.001535393,0.000290036,-0.002249576,-0.006615013,-0.000600129,0,-0.011830568,-0.000422329,-0.017404646,-4.67E-05,,
155,0.000290036,-0.002249576,-0.006615013,-0.000600129,-0.011830568,-0.000422329,0,-0.017404646,-4.67E-05,-0.020089388,0.000475958,,
156,-0.006615013,-0.000600129,-0.011830568,-0.000422329,-0.017404646,-4.67E-05,0,-0.020089388,0.000475958,-0.022755265,0.001095466,,
157,-0.011830568,-0.000422329,-0.017404646,-4.67E-05,-0.020089388,0.000475958,0,-0.022755265,0.001095466,-0.018987745,0.001613341,,
158,-0.017404646,-4.67E-05,-0.020089388,0.000475958,-0.022755265,0.001095466,0,-0.018987745,0.001613341,-0.012404442,0.002109267,,
159,-0.020089388,0.000475958,-0.022755265,0.001095466,-0.018987745,0.001613341,0,-0.012404442,0.002109267,-0.009722859,0.002163298,,
160,-0.022755265,0.001095466,-0.018987745,0.001613341,-0.012404442,0.002109267,0,-0.009722859,0.002163298,-0.005686611,0.000211202,,
161,-0.018987745,0.001613341,-0.012404442,0.002109267,-0.009722859,0.002163298,0,-0.005686611,0.000211202,0.00376159,-0.00446108,,
162,-0.012404442,0.002109267,-0.009722859,0.002163298,-0.005686611,0.000211202,0,0.00376159,-0.00446108,0.008964986,-0.008135125,,
163,-0.009722859,0.002163298,-0.005686611,0.000211202,0.00376159,-0.00446108,0,0.008964986,-0.008135125,0.016905665,0,,
164,-0.005686611,0.000211202,0.00376159,-0.00446108,0.008964986,-0.008135125,0,0.016905665,0,0.021331102,0,,
165,0.00376159,-0.00446108,0.008964986,-0.008135125,0.016905665,0,0,0.021331102,0,0.021885902,0,,
166,0.008964986,-0.008135125,0.016905665,0,0.021331102,0,0,0.021885902,0,0.020674825,0,,
167,0.016905665,0,0.021331102,0,0.021885902,0,0,0.020674825,0,0.015029877,0.042644501,,
168,0.021331102,0,0.021885902,0,0.020674825,0,0,0.015029877,0.042644501,0.006952524,-0.006483763,,
169,0.021885902,0,0.020674825,0,0.015029877,0.042644501,0,0.006952524,-0.006483763,0.001203358,-0.007690251,,
170,0.020674825,0,0.015029877,0.042644501,0.006952524,-0.006483763,0,0.001203358,-0.007690251,-0.003058225,-0.008744687,,
171,0.015029877,0.042644501,0.006952524,-0.006483763,0.001203358,-0.007690251,0,-0.003058225,-0.008744687,-0.005140722,-0.009850591,,
172,0.006952524,-0.006483763,0.001203358,-0.007690251,-0.003058225,-0.008744687,0,-0.005140722,-0.009850591,-0.003012568,0,,
173,0.001203358,-0.007690251,-0.003058225,-0.008744687,-0.005140722,-0.009850591,0,-0.003012568,0,0.005363613,0,,
174,-0.003058225,-0.008744687,-0.005140722,-0.009850591,-0.003012568,0,0,0.005363613,0,0.008735478,0,,
175,-0.005140722,-0.009850591,-0.003012568,0,0.005363613,0,0,0.008735478,0,0.006274194,0,,
176,-0.003012568,0,0.005363613,0,0.008735478,0,0,0.006274194,0,-0.005893186,0,,
177,0.005363613,0,0.008735478,0,0.006274194,0,0,-0.005893186,0,-0.014110222,0,,
178,0.008735478,0,0.006274194,0,-0.005893186,0,0,-0.014110222,0,-0.014239311,0,,
179,0.006274194,0,-0.005893186,0,-0.014110222,0,0,-0.014239311,0,-0.01272653,-0.002722204,,
180,-0.005893186,0,-0.014110222,0,-0.014239311,0,0,-0.01272653,-0.002722204,-0.007651076,-0.004022062,,
181,-0.014110222,0,-0.014239311,0,-0.01272653,-0.002722204,0,-0.007651076,-0.004022062,0.001962394,-0.00615567,,
182,-0.014239311,0,-0.01272653,-0.002722204,-0.007651076,-0.004022062,0,0.001962394,-0.00615567,0.010907859,-0.011282772,,
183,-0.01272653,-0.002722204,-0.007651076,-0.004022062,0.001962394,-0.00615567,0,0.010907859,-0.011282772,0.011682987,0,,
184,-0.007651076,-0.004022062,0.001962394,-0.00615567,0.010907859,-0.011282772,0,0.011682987,0,0.0136832,0,,
185,0.001962394,-0.00615567,0.010907859,-0.011282772,0.011682987,0,0,0.0136832,0,0.011813194,0,,
186,0.010907859,-0.011282772,0.011682987,0,0.0136832,0,0,0.011813194,0,0.007461458,0,,
187,0.011682987,0,0.0136832,0,0.011813194,0,0,0.007461458,0,0.004709691,0,,
188,0.0136832,0,0.011813194,0,0.007461458,0,0,0.004709691,0,-2.41E-05,0,,
189,0.011813194,0,0.007461458,0,0.004709691,0,0,-2.41E-05,0,-0.001739889,0,,
190,0.007461458,0,0.004709691,0,-2.41E-05,0,0,-0.001739889,0,-0.001292914,0,,
191,0.004709691,0,-2.41E-05,0,-0.001739889,0,0,-0.001292914,0,-0.000466794,0,,
192,-2.41E-05,0,-0.001739889,0,-0.001292914,0,0,-0.000466794,0,-0.001098067,0,,
193,-0.001739889,0,-0.001292914,0,-0.000466794,0,0,-0.001098067,0,0.000341207,-0.036594957,,
194,-0.001292914,0,-0.000466794,0,-0.001098067,0,0,0.000341207,-0.036594957,-0.002403766,0.0038964,,
195,-0.000466794,0,-0.001098067,0,0.000341207,-0.036594957,0,-0.002403766,0.0038964,-0.00559926,0.007349163,,
196,-0.001098067,0,0.000341207,-0.036594957,-0.002403766,0.0038964,0,-0.00559926,0.007349163,-0.007828772,0.008321539,,
197,0.000341207,-0.036594957,-0.002403766,0.0038964,-0.00559926,0.007349163,0,-0.007828772,0.008321539,-0.008999974,0.00557217,,
198,-0.002403766,0.0038964,-0.00559926,0.007349163,-0.007828772,0.008321539,0,-0.008999974,0.00557217,-0.011021823,0.002942555,,
199,-0.00559926,0.007349163,-0.007828772,0.008321539,-0.008999974,0.00557217,0,-0.011021823,0.002942555,-0.009136587,0.001297981,,
200,-0.007828772,0.008321539,-0.008999974,0.00557217,-0.011021823,0.002942555,0,-0.009136587,0.001297981,-0.008226722,0.000353329,,
201,-0.008999974,0.00557217,-0.011021823,0.002942555,-0.009136587,0.001297981,0,-0.008226722,0.000353329,-0.003022641,-0.000125915,,
202,-0.011021823,0.002942555,-0.009136587,0.001297981,-0.008226722,0.000353329,0,-0.003022641,-0.000125915,0.00415501,-0.000538625,,
203,-0.009136587,0.001297981,-0.008226722,0.000353329,-0.003022641,-0.000125915,-1,0.00415501,-0.000538625,0.008987188,-0.00094644,,
204,-0.008226722,0.000353329,-0.003022641,-0.000125915,0.00415501,-0.000538625,0,0.008987188,-0.00094644,0.012559593,-0.001184374,,
205,-0.003022641,-0.000125915,0.00415501,-0.000538625,0.008987188,-0.00094644,0,0.012559593,-0.001184374,0.012001038,-0.001534075,,
206,0.00415501,-0.000538625,0.008987188,-0.00094644,0.012559593,-0.001184374,0,0.012001038,-0.001534075,0.009093702,-0.000508234,,
207,0.008987188,-0.00094644,0.012559593,-0.001184374,0.012001038,-0.001534075,0,0.009093702,-0.000508234,0.00417909,0.001739658,,
208,0.012559593,-0.001184374,0.012001038,-0.001534075,0.009093702,-0.000508234,0,0.00417909,0.001739658,0.010102212,0.002056278,,
209,0.012001038,-0.001534075,0.009093702,-0.000508234,0.00417909,0.001739658,0,0.010102212,0.002056278,0.012393206,0.003554508,,
210,0.009093702,-0.000508234,0.00417909,0.001739658,0.010102212,0.002056278,0,0.012393206,0.003554508,0.012290418,0.002384067,,
211,0.00417909,0.001739658,0.010102212,0.002056278,0.012393206,0.003554508,0,0.012290418,0.002384067,0.011680812,-0.000152111,,
212,0.010102212,0.002056278,0.012393206,0.003554508,0.012290418,0.002384067,0,0.011680812,-0.000152111,0.009322762,-0.001990296,,
213,0.012393206,0.003554508,0.012290418,0.002384067,0.011680812,-0.000152111,0,0.009322762,-0.001990296,0.013969779,-0.004439391,,
