,inner1,outer1,inner2,outer2,inner3,outer3,move,inner4,outer4,inner5,outer5,,
910,-0.002897799,0,-0.005937338,0,-0.013722181,0.052061036,0,-0.018093318,-0.140876964,-0.018511295,0.010772213,,
911,-0.005937338,0,-0.013722181,0.052061036,-0.018093318,-0.140876964,0,-0.018511295,0.010772213,-0.016088426,0.015569568,,
912,-0.013722181,0.052061036,-0.018093318,-0.140876964,-0.018511295,0.010772213,0,-0.016088426,0.015569568,-0.012348235,0.018923119,,
913,-0.018093318,-0.140876964,-0.018511295,0.010772213,-0.016088426,0.015569568,0,-0.012348235,0.018923119,-0.012908995,0.018246606,,
914,-0.018511295,0.010772213,-0.016088426,0.015569568,-0.012348235,0.018923119,0,-0.012908995,0.018246606,-0.01826179,0.018864632,,
915,-0.016088426,0.015569568,-0.012348235,0.018923119,-0.012908995,0.018246606,0,-0.01826179,0.018864632,-0.033549905,0.025448471,,
916,-0.012348235,0.018923119,-0.012908995,0.018246606,-0.01826179,0.018864632,0,-0.033549905,0.025448471,-0.035723418,0.035477966,,
917,-0.012908995,0.018246606,-0.01826179,0.018864632,-0.033549905,0.025448471,0,-0.035723418,0.035477966,-0.01868853,0.036536962,,
918,-0.01826179,0.018864632,-0.033549905,0.025448471,-0.035723418,0.035477966,0,-0.01868853,0.036536962,0.001502275,0.026349038,,
919,-0.033549905,0.025448471,-0.035723418,0.035477966,-0.01868853,0.036536962,0,0.001502275,0.026349038,0.014539272,0.005810559,,
920,-0.035723418,0.035477966,-0.01868853,0.036536962,0.001502275,0.026349038,0,0.014539272,0.005810559,0.014272243,-0.005132489,,
921,-0.01868853,0.036536962,0.001502275,0.026349038,0.014539272,0.005810559,0,0.014272243,-0.005132489,0.005177081,-0.002631269,,
922,0.001502275,0.026349038,0.014539272,0.005810559,0.014272243,-0.005132489,0,0.005177081,-0.002631269,0.001584798,-0.002446674,,
923,0.014539272,0.005810559,0.014272243,-0.005132489,0.005177081,-0.002631269,0,0.001584798,-0.002446674,0.000495166,-0.001525722,,
924,0.014272243,-0.005132489,0.005177081,-0.002631269,0.001584798,-0.002446674,0,0.000495166,-0.001525722,-0.003978431,-0.00110548,,
925,0.005177081,-0.002631269,0.001584798,-0.002446674,0.000495166,-0.001525722,0,-0.003978431,-0.00110548,-0.007446051,-0.001254961,,
926,0.001584798,-0.002446674,0.000495166,-0.001525722,-0.003978431,-0.00110548,0,-0.007446051,-0.001254961,-0.007186621,-0.002173841,,
927,0.000495166,-0.001525722,-0.003978431,-0.00110548,-0.007446051,-0.001254961,0,-0.007186621,-0.002173841,-0.002861768,-0.003416374,,
928,-0.003978431,-0.00110548,-0.007446051,-0.001254961,-0.007186621,-0.002173841,0,-0.002861768,-0.003416374,0.002861381,-0.003849149,,
929,-0.007446051,-0.001254961,-0.007186621,-0.002173841,-0.002861768,-0.003416374,0,0.002861381,-0.003849149,0.008291572,-0.004872002,,
930,-0.007186621,-0.002173841,-0.002861768,-0.003416374,0.002861381,-0.003849149,0,0.008291572,-0.004872002,0.01193732,-0.004884243,,
931,-0.002861768,-0.003416374,0.002861381,-0.003849149,0.008291572,-0.004872002,0,0.01193732,-0.004884243,0.010077626,-0.004285477,,
932,0.002861381,-0.003849149,0.008291572,-0.004872002,0.01193732,-0.004884243,0,0.010077626,-0.004285477,0.005214244,-0.001954675,,
933,0.008291572,-0.004872002,0.01193732,-0.004884243,0.010077626,-0.004285477,0,0.005214244,-0.001954675,-0.000199527,-0.00092195,,
934,0.01193732,-0.004884243,0.010077626,-0.004285477,0.005214244,-0.001954675,0,-0.000199527,-0.00092195,-0.003970712,-4.97E-05,,
935,0.010077626,-0.004285477,0.005214244,-0.001954675,-0.000199527,-0.00092195,0,-0.003970712,-4.97E-05,-0.006303668,-0.000453204,,
936,0.005214244,-0.001954675,-0.000199527,-0.00092195,-0.003970712,-4.97E-05,0,-0.006303668,-0.000453204,-0.007970005,-0.003411636,,
937,-0.000199527,-0.00092195,-0.003970712,-4.97E-05,-0.006303668,-0.000453204,0,-0.007970005,-0.003411636,-0.003409386,-0.011663303,,
938,-0.003970712,-4.97E-05,-0.006303668,-0.000453204,-0.007970005,-0.003411636,0,-0.003409386,-0.011663303,0.006752431,-0.025784686,,
939,-0.006303668,-0.000453204,-0.007970005,-0.003411636,-0.003409386,-0.011663303,0,0.006752431,-0.025784686,0.006364435,-0.02530086,,
940,-0.007970005,-0.003411636,-0.003409386,-0.011663303,0.006752431,-0.025784686,0,0.006364435,-0.02530086,0.005219668,-0.012467802,,
941,-0.003409386,-0.011663303,0.006752431,-0.025784686,0.006364435,-0.02530086,0,0.005219668,-0.012467802,0.005693853,0.002493113,,
942,0.006752431,-0.025784686,0.006364435,-0.02530086,0.005219668,-0.012467802,0,0.005693853,0.002493113,0.00477466,-0.000261188,,
943,0.006364435,-0.02530086,0.005219668,-0.012467802,0.005693853,0.002493113,0,0.00477466,-0.000261188,0.003131717,0.01488179,,
944,0.005219668,-0.012467802,0.005693853,0.002493113,0.00477466,-0.000261188,0,0.003131717,0.01488179,-0.001083016,0.056163222,,
945,0.005693853,0.002493113,0.00477466,-0.000261188,0.003131717,0.01488179,0,-0.001083016,0.056163222,0.007405013,-0.000787109,,
946,0.00477466,-0.000261188,0.003131717,0.01488179,-0.001083016,0.056163222,0,0.007405013,-0.000787109,0.005182534,0.00287196,,
947,0.003131717,0.01488179,-0.001083016,0.056163222,0.007405013,-0.000787109,0,0.005182534,0.00287196,0.006751269,0.004467905,,
948,-0.001083016,0.056163222,0.007405013,-0.000787109,0.005182534,0.00287196,0,0.006751269,0.004467905,0.003890097,0.004792899,,
949,0.007405013,-0.000787109,0.005182534,0.00287196,0.006751269,0.004467905,0,0.003890097,0.004792899,-0.001679152,0.005670458,,
950,0.005182534,0.00287196,0.006751269,0.004467905,0.003890097,0.004792899,0,-0.001679152,0.005670458,0.003907323,0.006284744,,
951,0.006751269,0.004467905,0.003890097,0.004792899,-0.001679152,0.005670458,0,0.003907323,0.006284744,0.00578469,0.008920327,,
952,0.003890097,0.004792899,-0.001679152,0.005670458,0.003907323,0.006284744,0,0.00578469,0.008920327,0.004876822,0.012441471,,
953,-0.001679152,0.005670458,0.003907323,0.006284744,0.00578469,0.008920327,0,0.004876822,0.012441471,0.004614711,0.015677616,,
954,0.003907323,0.006284744,0.00578469,0.008920327,0.004876822,0.012441471,-1,0.004614711,0.015677616,0.004976362,0.01704669,,
955,0.00578469,0.008920327,0.004876822,0.012441471,0.004614711,0.015677616,0,0.004976362,0.01704669,0.004222035,0.028618842,,
956,0.004876822,0.012441471,0.004614711,0.015677616,0.004976362,0.01704669,0,0.004222035,0.028618842,0.002865613,0.018269695,,
957,0.004614711,0.015677616,0.004976362,0.01704669,0.004222035,0.028618842,0,0.002865613,0.018269695,-0.000366092,0.012886725,,
958,0.004976362,0.01704669,0.004222035,0.028618842,0.002865613,0.018269695,0,-0.000366092,0.012886725,-0.004676819,0.001432188,,
959,0.004222035,0.028618842,0.002865613,0.018269695,-0.000366092,0.012886725,0,-0.004676819,0.001432188,0.004458427,-0.146710448,,
960,0.002865613,0.018269695,-0.000366092,0.012886725,-0.004676819,0.001432188,0,0.004458427,-0.146710448,0.015257746,0.012854755,,
961,-0.000366092,0.012886725,-0.004676819,0.001432188,0.004458427,-0.146710448,0,0.015257746,0.012854755,0.020038679,0.01760368,,
962,-0.004676819,0.001432188,0.004458427,-0.146710448,0.015257746,0.012854755,0,0.020038679,0.01760368,0.019875422,0.019322261,,
963,0.004458427,-0.146710448,0.015257746,0.012854755,0.020038679,0.01760368,0,0.019875422,0.019322261,0.014737189,0.018678114,,
964,0.015257746,0.012854755,0.020038679,0.01760368,0.019875422,0.019322261,-1,0.014737189,0.018678114,0.004582405,0.0175284,,
965,0.020038679,0.01760368,0.019875422,0.019322261,0.014737189,0.018678114,0,0.004582405,0.0175284,-0.002969205,0.009176552,,
966,0.019875422,0.019322261,0.014737189,0.018678114,0.004582405,0.0175284,0,-0.002969205,0.009176552,-0.003767401,-0.009054959,,
967,0.014737189,0.018678114,0.004582405,0.0175284,-0.002969205,0.009176552,0,-0.003767401,-0.009054959,-0.000374705,-0.018718794,,
968,0.004582405,0.0175284,-0.002969205,0.009176552,-0.003767401,-0.009054959,0,-0.000374705,-0.018718794,0.000818431,-0.020148776,,
969,-0.002969205,0.009176552,-0.003767401,-0.009054959,-0.000374705,-0.018718794,0,0.000818431,-0.020148776,0.001821756,-0.012731992,,
970,-0.003767401,-0.009054959,-0.000374705,-0.018718794,0.000818431,-0.020148776,0,0.001821756,-0.012731992,0.000190496,-0.00575158,,
971,-0.000374705,-0.018718794,0.000818431,-0.020148776,0.001821756,-0.012731992,0,0.000190496,-0.00575158,-0.001289904,-0.002721101,,
972,0.000818431,-0.020148776,0.001821756,-0.012731992,0.000190496,-0.00575158,0,-0.001289904,-0.002721101,-0.004885942,-0.001153573,,
973,0.001821756,-0.012731992,0.000190496,-0.00575158,-0.001289904,-0.002721101,0,-0.004885942,-0.001153573,-0.009307802,-0.000912849,,
974,0.000190496,-0.00575158,-0.001289904,-0.002721101,-0.004885942,-0.001153573,0,-0.009307802,-0.000912849,-0.013038993,-0.001286417,,
975,-0.001289904,-0.002721101,-0.004885942,-0.001153573,-0.009307802,-0.000912849,0,-0.013038993,-0.001286417,-0.016608328,-0.002106901,,
976,-0.004885942,-0.001153573,-0.009307802,-0.000912849,-0.013038993,-0.001286417,0,-0.016608328,-0.002106901,-0.020057827,-0.002726629,,
977,-0.009307802,-0.000912849,-0.013038993,-0.001286417,-0.016608328,-0.002106901,0,-0.020057827,-0.002726629,-0.023711234,-0.00385426,,
978,-0.013038993,-0.001286417,-0.016608328,-0.002106901,-0.020057827,-0.002726629,0,-0.023711234,-0.00385426,-0.022610366,-0.004353337,,
979,-0.016608328,-0.002106901,-0.020057827,-0.002726629,-0.023711234,-0.00385426,0,-0.022610366,-0.004353337,-0.019582063,-0.003938705,,
980,-0.020057827,-0.002726629,-0.023711234,-0.00385426,-0.022610366,-0.004353337,0,-0.019582063,-0.003938705,-0.016591996,-0.003193542,,
981,-0.023711234,-0.00385426,-0.022610366,-0.004353337,-0.019582063,-0.003938705,0,-0.016591996,-0.003193542,-0.013527304,-0.00221882,,
982,-0.022610366,-0.004353337,-0.019582063,-0.003938705,-0.016591996,-0.003193542,0,-0.013527304,-0.00221882,-0.012186199,-0.001295783,,
983,-0.019582063,-0.003938705,-0.016591996,-0.003193542,-0.013527304,-0.00221882,0,-0.012186199,-0.001295783,-0.007609576,-0.000944503,,
984,-0.016591996,-0.003193542,-0.013527304,-0.00221882,-0.012186199,-0.001295783,0,-0.007609576,-0.000944503,-0.00672245,-0.001787737,,
985,-0.013527304,-0.00221882,-0.012186199,-0.001295783,-0.007609576,-0.000944503,0,-0.00672245,-0.001787737,-0.001936644,-0.003637195,,
986,-0.012186199,-0.001295783,-0.007609576,-0.000944503,-0.00672245,-0.001787737,0,-0.001936644,-0.003637195,0.013304591,0.003837466,,
987,-0.007609576,-0.000944503,-0.00672245,-0.001787737,-0.001936644,-0.003637195,0,0.013304591,0.003837466,0.024449557,0.022901252,,
988,-0.00672245,-0.001787737,-0.001936644,-0.003637195,0.013304591,0.003837466,0,0.024449557,0.022901252,0.032541245,0.020850793,,
989,-0.001936644,-0.003637195,0.013304591,0.003837466,0.024449557,0.022901252,0,0.032541245,0.020850793,0.032477826,0.007352427,,
990,0.013304591,0.003837466,0.024449557,0.022901252,0.032541245,0.020850793,0,0.032477826,0.007352427,0.025725275,0.001318179,,
991,0.024449557,0.022901252,0.032541245,0.020850793,0.032477826,0.007352427,0,0.025725275,0.001318179,0.018170923,0.000442393,,
992,0.032541245,0.020850793,0.032477826,0.007352427,0.025725275,0.001318179,0,0.018170923,0.000442393,0.01425311,0.000175025,,
993,0.032477826,0.007352427,0.025725275,0.001318179,0.018170923,0.000442393,0,0.01425311,0.000175025,0.013715804,0.001931842,,
994,0.025725275,0.001318179,0.018170923,0.000442393,0.01425311,0.000175025,0,0.013715804,0.001931842,0.013220131,0.000739492,,
995,0.018170923,0.000442393,0.01425311,0.000175025,0.013715804,0.001931842,0,0.013220131,0.000739492,0.010928512,-5.01E-05,,
996,0.01425311,0.000175025,0.013715804,0.001931842,0.013220131,0.000739492,0,0.010928512,-5.01E-05,0.007265598,-0.00112471,,
997,0.013715804,0.001931842,0.013220131,0.000739492,0.010928512,-5.01E-05,0,0.007265598,-0.00112471,0.003848672,-0.002129227,,
998,0.013220131,0.000739492,0.010928512,-5.01E-05,0.007265598,-0.00112471,0,0.003848672,-0.002129227,0.004400775,-0.002854899,,
999,0.010928512,-5.01E-05,0.007265598,-0.00112471,0.003848672,-0.002129227,0,0.004400775,-0.002854899,0.006657436,-0.003156736,,
1000,0.007265598,-0.00112471,0.003848672,-0.002129227,0.004400775,-0.002854899,0,0.006657436,-0.003156736,0.007529616,-0.002767881,,
1001,0.003848672,-0.002129227,0.004400775,-0.002854899,0.006657436,-0.003156736,0,0.007529616,-0.002767881,-0.001863956,-0.00169134,,
1002,0.004400775,-0.002854899,0.006657436,-0.003156736,0.007529616,-0.002767881,0,-0.001863956,-0.00169134,-0.012552813,-0.000289666,,
1003,0.006657436,-0.003156736,0.007529616,-0.002767881,-0.001863956,-0.00169134,0,-0.012552813,-0.000289666,-0.021135226,0.001055919,,
1004,0.007529616,-0.002767881,-0.001863956,-0.00169134,-0.012552813,-0.000289666,-1,-0.021135226,0.001055919,-0.027025282,0.00834354,,
1005,-0.001863956,-0.00169134,-0.012552813,-0.000289666,-0.021135226,0.001055919,0,-0.027025282,0.00834354,-0.030819297,0,,
1006,-0.012552813,-0.000289666,-0.021135226,0.001055919,-0.027025282,0.00834354,0,-0.030819297,0,-0.035180181,0,,
1007,-0.021135226,0.001055919,-0.027025282,0.00834354,-0.030819297,0,0,-0.035180181,0,-0.001644492,0,,
1008,-0.027025282,0.00834354,-0.030819297,0,-0.035180181,0,0,-0.001644492,0,0.033368528,0,,
1009,-0.030819297,0,-0.035180181,0,-0.001644492,0,0,0.033368528,0,0.047582388,0,,
1010,-0.035180181,0,-0.001644492,0,0.033368528,0,0,0.047582388,0,0.033570454,0,,
1011,-0.001644492,0,0.033368528,0,0.047582388,0,0,0.033570454,0,0.018996939,0,,
1012,0.033368528,0,0.047582388,0,0.033570454,0,0,0.018996939,0,0.007903874,0,,
1013,0.047582388,0,0.033570454,0,0.018996939,0,0,0.007903874,0,0.001097366,0,,
1014,0.033570454,0,0.018996939,0,0.007903874,0,0,0.001097366,0,-0.001990244,0,,
1015,0.018996939,0,0.007903874,0,0.001097366,0,0,-0.001990244,0,-0.002431452,0,,
1016,0.007903874,0,0.001097366,0,-0.001990244,0,0,-0.002431452,0,-0.031652912,0,,
1017,0.001097366,0,-0.001990244,0,-0.002431452,0,0,-0.031652912,0,-0.010103956,0,,
1018,-0.001990244,0,-0.002431452,0,-0.031652912,0,0,-0.010103956,0,0.005346045,0,,
1019,-0.002431452,0,-0.031652912,0,-0.010103956,0,0,0.005346045,0,0.014837921,0,,
1020,-0.031652912,0,-0.010103956,0,0.005346045,0,0,0.014837921,0,0.014732733,0,,
1021,-0.010103956,0,0.005346045,0,0.014837921,0,0,0.014732733,0,0.007309049,0,,
1022,0.005346045,0,0.014837921,0,0.014732733,0,0,0.007309049,0,-0.003232554,0,,
1023,0.014837921,0,0.014732733,0,0.007309049,0,0,-0.003232554,0,0.025846675,0,,
1024,0.014732733,0,0.007309049,0,-0.003232554,0,0,0.025846675,0,-0.017228857,0,,
1025,0.007309049,0,-0.003232554,0,0.025846675,0,0,-0.017228857,0,-0.021094829,0,,
1026,-0.003232554,0,0.025846675,0,-0.017228857,0,0,-0.021094829,0,-0.018714443,0,,
1027,0.025846675,0,-0.017228857,0,-0.021094829,0,0,-0.018714443,0,-0.012387455,0,,
1028,-0.017228857,0,-0.021094829,0,-0.018714443,0,0,-0.012387455,0,-0.006148815,0,,
1029,-0.021094829,0,-0.018714443,0,-0.012387455,0,0,-0.006148815,0,-0.005271733,0,,
1030,-0.018714443,0,-0.012387455,0,-0.006148815,0,0,-0.005271733,0,-0.005412161,0,,
1031,-0.012387455,0,-0.006148815,0,-0.005271733,0,0,-0.005412161,0,0.017129451,0,,
1032,-0.006148815,0,-0.005271733,0,-0.005412161,0,0,0.017129451,0,0.00426966,0,,
1033,-0.005271733,0,-0.005412161,0,0.017129451,0,0,0.00426966,0,-0.00645268,0,,
1034,-0.005412161,0,0.017129451,0,0.00426966,0,0,-0.00645268,0,-0.013339877,0,,
1035,0.017129451,0,0.00426966,0,-0.00645268,0,0,-0.013339877,0,-0.009715796,0,,
1036,0.00426966,0,-0.00645268,0,-0.013339877,0,0,-0.009715796,0,-0.001012415,0,,
1037,-0.00645268,0,-0.013339877,0,-0.009715796,0,0,-0.001012415,0,0.00511837,0,,
1038,-0.013339877,0,-0.009715796,0,-0.001012415,0,0,0.00511837,0,0.007952005,0,,
1039,-0.009715796,0,-0.001012415,0,0.00511837,0,0,0.007952005,0,0.007313192,0,,
1040,-0.001012415,0,0.00511837,0,0.007952005,0,0,0.007313192,0,0.003233612,-0.019348459,,
1041,0.00511837,0,0.007952005,0,0.007313192,0,0,0.003233612,-0.019348459,-0.003901154,-0.001822412,,
1042,0.007952005,0,0.007313192,0,0.003233612,-0.019348459,0,-0.003901154,-0.001822412,-0.010973841,0.005106151,,
1043,0.007313192,0,0.003233612,-0.019348459,-0.003901154,-0.001822412,0,-0.010973841,0.005106151,-0.015619874,0.009548217,,
1044,0.003233612,-0.019348459,-0.003901154,-0.001822412,-0.010973841,0.005106151,0,-0.015619874,0.009548217,-0.016579092,0.0021846,,
1045,-0.003901154,-0.001822412,-0.010973841,0.005106151,-0.015619874,0.009548217,0,-0.016579092,0.0021846,-0.010700732,0,,
1046,-0.010973841,0.005106151,-0.015619874,0.009548217,-0.016579092,0.0021846,0,-0.010700732,0,-0.004369557,0,,
1047,-0.015619874,0.009548217,-0.016579092,0.0021846,-0.010700732,0,0,-0.004369557,0,0.006581098,0,,
1048,-0.016579092,0.0021846,-0.010700732,0,-0.004369557,0,0,0.006581098,0,-0.003515542,0,,
1049,-0.010700732,0,-0.004369557,0,0.006581098,0,0,-0.003515542,0,-0.005966842,0,,
1050,-0.004369557,0,0.006581098,0,-0.003515542,0,0,-0.005966842,0,-0.010263562,0,,
1051,0.006581098,0,-0.003515542,0,-0.005966842,0,0,-0.010263562,0,-0.017782748,0,,
1052,-0.003515542,0,-0.005966842,0,-0.010263562,0,0,-0.017782748,0,-0.016968161,-0.007511109,,
1053,-0.005966842,0,-0.010263562,0,-0.017782748,0,0,-0.016968161,-0.007511109,-0.011991829,-0.006466389,,
1054,-0.010263562,0,-0.017782748,0,-0.016968161,-0.007511109,0,-0.011991829,-0.006466389,-0.006312162,-0.002769202,,
1055,-0.017782748,0,-0.016968161,-0.007511109,-0.011991829,-0.006466389,0,-0.006312162,-0.002769202,-0.001018703,0.002517164,,
1056,-0.016968161,-0.007511109,-0.011991829,-0.006466389,-0.006312162,-0.002769202,-1,-0.001018703,0.002517164,0.003409117,0.012082785,,
1057,-0.011991829,-0.006466389,-0.006312162,-0.002769202,-0.001018703,0.002517164,0,0.003409117,0.012082785,0.010803163,0.016035885,,
1058,-0.006312162,-0.002769202,-0.001018703,0.002517164,0.003409117,0.012082785,0,0.010803163,0.016035885,0.01357317,0.016388774,,
1059,-0.001018703,0.002517164,0.003409117,0.012082785,0.010803163,0.016035885,0,0.01357317,0.016388774,0.009074807,0.022165805,,
1060,0.003409117,0.012082785,0.010803163,0.016035885,0.01357317,0.016388774,0,0.009074807,0.022165805,-0.002882332,-0.01718393,,
1061,0.010803163,0.016035885,0.01357317,0.016388774,0.009074807,0.022165805,0,-0.002882332,-0.01718393,-0.014885187,-0.016346991,,
1062,0.01357317,0.016388774,0.009074807,0.022165805,-0.002882332,-0.01718393,0,-0.014885187,-0.016346991,-0.020585388,-0.013341218,,
1063,0.009074807,0.022165805,-0.002882332,-0.01718393,-0.014885187,-0.016346991,0,-0.020585388,-0.013341218,-0.018784106,-0.006861776,,
1064,-0.002882332,-0.01718393,-0.014885187,-0.016346991,-0.020585388,-0.013341218,0,-0.018784106,-0.006861776,-0.008447409,-0.002327681,,
1065,-0.014885187,-0.016346991,-0.020585388,-0.013341218,-0.018784106,-0.006861776,0,-0.008447409,-0.002327681,0.00261113,0.002732038,,
1066,-0.020585388,-0.013341218,-0.018784106,-0.006861776,-0.008447409,-0.002327681,0,0.00261113,0.002732038,0.007973552,0.005786628,,
1067,-0.018784106,-0.006861776,-0.008447409,-0.002327681,0.00261113,0.002732038,0,0.007973552,0.005786628,0.001831472,0.007169217,,
1068,-0.008447409,-0.002327681,0.00261113,0.002732038,0.007973552,0.005786628,0,0.001831472,0.007169217,-0.009977907,0.009080529,,
1069,0.00261113,0.002732038,0.007973552,0.005786628,0.001831472,0.007169217,0,-0.009977907,0.009080529,-0.013202965,-0.002212271,,
1070,0.007973552,0.005786628,0.001831472,0.007169217,-0.009977907,0.009080529,0,-0.013202965,-0.002212271,-0.008517712,-0.010382727,,
1071,0.001831472,0.007169217,-0.009977907,0.009080529,-0.013202965,-0.002212271,0,-0.008517712,-0.010382727,-0.004300028,-0.010120228,,
1072,-0.009977907,0.009080529,-0.013202965,-0.002212271,-0.008517712,-0.010382727,0,-0.004300028,-0.010120228,0.003795862,-0.006562918,,
1073,-0.013202965,-0.002212271,-0.008517712,-0.010382727,-0.004300028,-0.010120228,0,0.003795862,-0.006562918,0.001490831,-0.003839526,,
1074,-0.008517712,-0.010382727,-0.004300028,-0.010120228,0.003795862,-0.006562918,0,0.001490831,-0.003839526,0.000624806,-0.001838412,,
1075,-0.004300028,-0.010120228,0.003795862,-0.006562918,0.001490831,-0.003839526,0,0.000624806,-0.001838412,0.000785381,-0.000404537,,
1076,0.003795862,-0.006562918,0.001490831,-0.003839526,0.000624806,-0.001838412,0,0.000785381,-0.000404537,0.004766643,0.000553533,,
1077,0.001490831,-0.003839526,0.000624806,-0.001838412,0.000785381,-0.000404537,0,0.004766643,0.000553533,0.013830125,0.000557467,,
1078,0.000624806,-0.001838412,0.000785381,-0.000404537,0.004766643,0.000553533,0,0.013830125,0.000557467,0.024289697,-0.000101134,,
1079,0.000785381,-0.000404537,0.004766643,0.000553533,0.013830125,0.000557467,0,0.024289697,-0.000101134,0.021459281,-0.000861615,,
1080,0.004766643,0.000553533,0.013830125,0.000557467,0.024289697,-0.000101134,0,0.021459281,-0.000861615,0.012807488,-0.001739077,,
1081,0.013830125,0.000557467,0.024289697,-0.000101134,0.021459281,-0.000861615,0,0.012807488,-0.001739077,0.008098185,-0.001696557,,
1082,0.024289697,-0.000101134,0.021459281,-0.000861615,0.012807488,-0.001739077,0,0.008098185,-0.001696557,0.001563668,-0.001320198,,
1083,0.021459281,-0.000861615,0.012807488,-0.001739077,0.008098185,-0.001696557,0,0.001563668,-0.001320198,-0.007762343,-0.000600219,,
1084,0.012807488,-0.001739077,0.008098185,-0.001696557,0.001563668,-0.001320198,0,-0.007762343,-0.000600219,-0.016125143,-0.000126943,,
1085,0.008098185,-0.001696557,0.001563668,-0.001320198,-0.007762343,-0.000600219,0,-0.016125143,-0.000126943,-0.021706283,-0.000126556,,
1086,0.001563668,-0.001320198,-0.007762343,-0.000600219,-0.016125143,-0.000126943,0,-0.021706283,-0.000126556,-0.0262537,-0.001300313,,
1087,-0.007762343,-0.000600219,-0.016125143,-0.000126943,-0.021706283,-0.000126556,0,-0.0262537,-0.001300313,-0.023389816,-0.0033997,,
1088,-0.016125143,-0.000126943,-0.021706283,-0.000126556,-0.0262537,-0.001300313,0,-0.023389816,-0.0033997,-0.017891586,-0.006797031,,
1089,-0.021706283,-0.000126556,-0.0262537,-0.001300313,-0.023389816,-0.0033997,0,-0.017891586,-0.006797031,-0.005321205,-0.013270751,,
1090,-0.0262537,-0.001300313,-0.023389816,-0.0033997,-0.017891586,-0.006797031,0,-0.005321205,-0.013270751,0.001893461,-0.005873173,,
1091,-0.023389816,-0.0033997,-0.017891586,-0.006797031,-0.005321205,-0.013270751,0,0.001893461,-0.005873173,0.008273005,0.000115678,,
1092,-0.017891586,-0.006797031,-0.005321205,-0.013270751,0.001893461,-0.005873173,0,0.008273005,0.000115678,0.01348573,-0.003561541,,
1093,-0.005321205,-0.013270751,0.001893461,-0.005873173,0.008273005,0.000115678,0,0.01348573,-0.003561541,0.011143029,0.001690224,,
1094,0.001893461,-0.005873173,0.008273005,0.000115678,0.01348573,-0.003561541,0,0.011143029,0.001690224,0.008539617,0.001838714,,
1095,0.008273005,0.000115678,0.01348573,-0.003561541,0.011143029,0.001690224,0,0.008539617,0.001838714,0.007627368,0.028404102,,
1096,0.01348573,-0.003561541,0.011143029,0.001690224,0.008539617,0.001838714,0,0.007627368,0.028404102,0.006380796,0.002468988,,
1097,0.011143029,0.001690224,0.008539617,0.001838714,0.007627368,0.028404102,0,0.006380796,0.002468988,0.006960273,0.001861736,,
1098,0.008539617,0.001838714,0.007627368,0.028404102,0.006380796,0.002468988,0,0.006960273,0.001861736,0.012612402,0.043345697,,
1099,0.007627368,0.028404102,0.006380796,0.002468988,0.006960273,0.001861736,0,0.012612402,0.043345697,0.014701545,0.013326503,,
1100,0.006380796,0.002468988,0.006960273,0.001861736,0.012612402,0.043345697,0,0.014701545,0.013326503,0.01201123,0.004445273,,
1101,0.006960273,0.001861736,0.012612402,0.043345697,0.014701545,0.013326503,0,0.01201123,0.004445273,0.008470178,0.004180096,,
1102,0.012612402,0.043345697,0.014701545,0.013326503,0.01201123,0.004445273,0,0.008470178,0.004180096,0.006564707,0.006768279,,
1103,0.014701545,0.013326503,0.01201123,0.004445273,0.008470178,0.004180096,0,0.006564707,0.006768279,0.006059945,0.009744734,,
1104,0.01201123,0.004445273,0.008470178,0.004180096,0.006564707,0.006768279,0,0.006059945,0.009744734,0.003017724,0.011057481,,
1105,0.008470178,0.004180096,0.006564707,0.006768279,0.006059945,0.009744734,-1,0.003017724,0.011057481,-0.002410442,0.007280145,,
1106,0.006564707,0.006768279,0.006059945,0.009744734,0.003017724,0.011057481,0,-0.002410442,0.007280145,-0.007555634,-0.003465805,,
1107,0.006059945,0.009744734,0.003017724,0.011057481,-0.002410442,0.007280145,0,-0.007555634,-0.003465805,-0.01465708,-0.029645022,,
1108,0.003017724,0.011057481,-0.002410442,0.007280145,-0.007555634,-0.003465805,0,-0.01465708,-0.029645022,-0.020916909,-0.010784868,,
1109,-0.002410442,0.007280145,-0.007555634,-0.003465805,-0.01465708,-0.029645022,0,-0.020916909,-0.010784868,-0.020042866,0.00276731,,
1110,-0.007555634,-0.003465805,-0.01465708,-0.029645022,-0.020916909,-0.010784868,0,-0.020042866,0.00276731,-0.01948905,0.000482149,,
1111,-0.01465708,-0.029645022,-0.020916909,-0.010784868,-0.020042866,0.00276731,0,-0.01948905,0.000482149,-0.016064972,0,,
1112,-0.020916909,-0.010784868,-0.020042866,0.00276731,-0.01948905,0.000482149,0,-0.016064972,0,-0.012135834,0,,
1113,-0.020042866,0.00276731,-0.01948905,0.000482149,-0.016064972,0,0,-0.012135834,0,-0.007090718,-0.010874804,,
1114,-0.01948905,0.000482149,-0.016064972,0,-0.012135834,0,0,-0.007090718,-0.010874804,7.03E-05,-0.021900162,,
1115,-0.016064972,0,-0.012135834,0,-0.007090718,-0.010874804,0,7.03E-05,-0.021900162,0.005622268,-0.037971281,,
1116,-0.012135834,0,-0.007090718,-0.010874804,7.03E-05,-0.021900162,0,0.005622268,-0.037971281,0.006612629,-0.043996565,,
1117,-0.007090718,-0.010874804,7.03E-05,-0.021900162,0.005622268,-0.037971281,0,0.006612629,-0.043996565,0.002398729,-0.020012587,,
