,inner1,outer1,inner2,outer2,inner3,outer3,move,inner4,outer4,inner5,outer5,,,
67,0.00668335,-0.006337434,0.00366351,-0.006636262,0.004062682,-0.011413306,0,-0.001046807,-0.012117654,-0.003577232,-0.008898348,,,
68,0.00366351,-0.006636262,0.004062682,-0.011413306,-0.001046807,-0.012117654,0,-0.003577232,-0.008898348,-0.001884639,-0.004049778,,,
69,0.004062682,-0.011413306,-0.001046807,-0.012117654,-0.003577232,-0.008898348,0,-0.001884639,-0.004049778,-0.003209054,0,,,
70,-0.001046807,-0.012117654,-0.003577232,-0.008898348,-0.001884639,-0.004049778,0,-0.003209054,0,-0.014872193,0,,,
71,-0.003577232,-0.008898348,-0.001884639,-0.004049778,-0.003209054,0,0,-0.014872193,0,-0.002135396,0,,,
72,-0.001884639,-0.004049778,-0.003209054,0,-0.014872193,0,0,-0.002135396,0,0.018633127,-0.001189768,,,
73,-0.003209054,0,-0.014872193,0,-0.002135396,0,0,0.018633127,-0.001189768,0.021823049,0.00146997,,,
74,-0.014872193,0,-0.002135396,0,0.018633127,-0.001189768,0,0.021823049,0.00146997,0.017122567,-0.001547694,,,
75,-0.002135396,0,0.018633127,-0.001189768,0.021823049,0.00146997,0,0.017122567,-0.001547694,0.002290189,-0.007891208,,,
76,0.018633127,-0.001189768,0.021823049,0.00146997,0.017122567,-0.001547694,0,0.002290189,-0.007891208,-0.013088107,-0.013307005,,,
77,0.021823049,0.00146997,0.017122567,-0.001547694,0.002290189,-0.007891208,0,-0.013088107,-0.013307005,-0.025513053,-0.016723275,,,
78,0.017122567,-0.001547694,0.002290189,-0.007891208,-0.013088107,-0.013307005,0,-0.025513053,-0.016723275,-0.03003788,-0.015615433,,,
79,0.002290189,-0.007891208,-0.013088107,-0.013307005,-0.025513053,-0.016723275,0,-0.03003788,-0.015615433,-0.02353704,-0.008361191,,,
80,-0.013088107,-0.013307005,-0.025513053,-0.016723275,-0.03003788,-0.015615433,0,-0.02353704,-0.008361191,-0.012224108,0,,,
81,-0.025513053,-0.016723275,-0.03003788,-0.015615433,-0.02353704,-0.008361191,0,-0.012224108,0,-0.002154291,0,,,
82,-0.03003788,-0.015615433,-0.02353704,-0.008361191,-0.012224108,0,0,-0.002154291,0,0.003215075,0,,,
83,-0.02353704,-0.008361191,-0.012224108,0,-0.002154291,0,0,0.003215075,0,0.005233854,0,,,
84,-0.012224108,0,-0.002154291,0,0.003215075,0,0,0.005233854,0,0.005958736,0,,,
85,-0.002154291,0,0.003215075,0,0.005233854,0,0,0.005958736,0,0.006575942,0,,,
86,0.003215075,0,0.005233854,0,0.005958736,0,0,0.006575942,0,0.006115586,0,,,
87,0.005233854,0,0.005958736,0,0.006575942,0,0,0.006115586,0,0.009442538,0,,,
88,0.005958736,0,0.006575942,0,0.006115586,0,0,0.009442538,0,0.007720053,0,,,
89,0.006575942,0,0.006115586,0,0.009442538,0,0,0.007720053,0,7.57E-06,0,,,
90,0.006115586,0,0.009442538,0,0.007720053,0,0,7.57E-06,0,0.003647834,0,,,
91,0.009442538,0,0.007720053,0,7.57E-06,0,0,0.003647834,0,0.012694746,0,,,
92,0.007720053,0,7.57E-06,0,0.003647834,0,0,0.012694746,0,0.020895809,0,,,
93,7.57E-06,0,0.003647834,0,0.012694746,0,0,0.020895809,0,0.034702182,0,,,
94,0.003647834,0,0.012694746,0,0.020895809,0,0,0.034702182,0,0.039010376,0,,,
95,0.012694746,0,0.020895809,0,0.034702182,0,0,0.039010376,0,0.023857147,0,,,
96,0.020895809,0,0.034702182,0,0.039010376,0,0,0.023857147,0,0.009296566,0,,,
97,0.034702182,0,0.039010376,0,0.023857147,0,0,0.009296566,0,-0.005262524,0,,,
98,0.039010376,0,0.023857147,0,0.009296566,0,0,-0.005262524,0,-0.010741353,0,,,
99,0.023857147,0,0.009296566,0,-0.005262524,0,0,-0.010741353,0,-0.011468202,-0.019284587,,,
100,0.009296566,0,-0.005262524,0,-0.010741353,0,0,-0.011468202,-0.019284587,-0.011760861,-0.000381116,,,
101,-0.005262524,0,-0.010741353,0,-0.011468202,-0.019284587,0,-0.011760861,-0.000381116,-0.016715139,-0.000522256,,,
102,-0.010741353,0,-0.011468202,-0.019284587,-0.011760861,-0.000381116,0,-0.016715139,-0.000522256,-0.016380429,-0.000918329,,,
103,-0.011468202,-0.019284587,-0.011760861,-0.000381116,-0.016715139,-0.000522256,0,-0.016380429,-0.000918329,-0.01664713,-0.00131537,,,
104,-0.011760861,-0.000381116,-0.016715139,-0.000522256,-0.016380429,-0.000918329,1,-0.01664713,-0.00131537,-0.017336309,-0.001651451,,,
105,-0.016715139,-0.000522256,-0.016380429,-0.000918329,-0.01664713,-0.00131537,0,-0.017336309,-0.001651451,-0.015719384,-0.002127379,,,
106,-0.016380429,-0.000918329,-0.01664713,-0.00131537,-0.017336309,-0.001651451,0,-0.015719384,-0.002127379,-0.01486966,-0.002334557,,,
107,-0.01664713,-0.00131537,-0.017336309,-0.001651451,-0.015719384,-0.002127379,0,-0.01486966,-0.002334557,-0.016086191,-0.002165951,,,
108,-0.017336309,-0.001651451,-0.015719384,-0.002127379,-0.01486966,-0.002334557,0,-0.016086191,-0.002165951,-0.016741902,-0.001719378,,,
109,-0.015719384,-0.002127379,-0.01486966,-0.002334557,-0.016086191,-0.002165951,0,-0.016741902,-0.001719378,-0.016991228,-0.000996642,,,
110,-0.01486966,-0.002334557,-0.016086191,-0.002165951,-0.016741902,-0.001719378,0,-0.016991228,-0.000996642,-0.023679882,-0.000292569,,,
111,-0.016086191,-0.002165951,-0.016741902,-0.001719378,-0.016991228,-0.000996642,0,-0.023679882,-0.000292569,-0.034059137,-0.004288785,,,
112,-0.016741902,-0.001719378,-0.016991228,-0.000996642,-0.023679882,-0.000292569,0,-0.034059137,-0.004288785,-0.026839703,-0.001877151,,,
113,-0.016991228,-0.000996642,-0.023679882,-0.000292569,-0.034059137,-0.004288785,0,-0.026839703,-0.001877151,-0.002801657,0.003610462,,,
114,-0.023679882,-0.000292569,-0.034059137,-0.004288785,-0.026839703,-0.001877151,0,-0.002801657,0.003610462,0.018832117,0.009825394,,,
115,-0.034059137,-0.004288785,-0.026839703,-0.001877151,-0.002801657,0.003610462,0,0.018832117,0.009825394,0.033371598,0.013760298,,,
116,-0.026839703,-0.001877151,-0.002801657,0.003610462,0.018832117,0.009825394,0,0.033371598,0.013760298,0.032044649,0.009917229,,,
117,-0.002801657,0.003610462,0.018832117,0.009825394,0.033371598,0.013760298,0,0.032044649,0.009917229,0.030192047,0.00895378,,,
118,0.018832117,0.009825394,0.033371598,0.013760298,0.032044649,0.009917229,0,0.030192047,0.00895378,0.029672503,0.00986141,,,
119,0.033371598,0.013760298,0.032044649,0.009917229,0.030192047,0.00895378,0,0.029672503,0.00986141,0.027325034,0.00314647,,,
120,0.032044649,0.009917229,0.030192047,0.00895378,0.029672503,0.00986141,0,0.027325034,0.00314647,0.022299975,0.005976319,,,
121,0.030192047,0.00895378,0.029672503,0.00986141,0.027325034,0.00314647,0,0.022299975,0.005976319,0.018748254,0.011548758,,,
122,0.029672503,0.00986141,0.027325034,0.00314647,0.022299975,0.005976319,0,0.018748254,0.011548758,0.017665833,0.012471676,,,
123,0.027325034,0.00314647,0.022299975,0.005976319,0.018748254,0.011548758,0,0.017665833,0.012471676,0.017704159,0.010421157,,,
124,0.022299975,0.005976319,0.018748254,0.011548758,0.017665833,0.012471676,0,0.017704159,0.010421157,0.010009319,0.008809552,,,
125,0.018748254,0.011548758,0.017665833,0.012471676,0.017704159,0.010421157,0,0.010009319,0.008809552,0.007864296,0.011142731,,,
126,0.017665833,0.012471676,0.017704159,0.010421157,0.010009319,0.008809552,0,0.007864296,0.011142731,0.007997245,0.009896293,,,
127,0.017704159,0.010421157,0.010009319,0.008809552,0.007864296,0.011142731,0,0.007997245,0.009896293,0.004033625,0.010605991,,,
128,0.010009319,0.008809552,0.007864296,0.011142731,0.007997245,0.009896293,0,0.004033625,0.010605991,-0.010239512,0.01003556,,,
129,0.007864296,0.011142731,0.007997245,0.009896293,0.004033625,0.010605991,0,-0.010239512,0.01003556,-0.027907431,0.003427386,,,
130,0.007997245,0.009896293,0.004033625,0.010605991,-0.010239512,0.01003556,0,-0.027907431,0.003427386,-0.04004705,0.010308012,,,
131,0.004033625,0.010605991,-0.010239512,0.01003556,-0.027907431,0.003427386,0,-0.04004705,0.010308012,-0.042885035,-0.009061128,,,
132,-0.010239512,0.01003556,-0.027907431,0.003427386,-0.04004705,0.010308012,0,-0.042885035,-0.009061128,-0.037530124,-0.025648087,,,
133,-0.027907431,0.003427386,-0.04004705,0.010308012,-0.042885035,-0.009061128,0,-0.037530124,-0.025648087,-0.028354764,-0.008120537,,,
134,-0.04004705,0.010308012,-0.042885035,-0.009061128,-0.037530124,-0.025648087,0,-0.028354764,-0.008120537,-0.02170071,0.001372069,,,
135,-0.042885035,-0.009061128,-0.037530124,-0.025648087,-0.028354764,-0.008120537,0,-0.02170071,0.001372069,-0.019211709,0.009008795,,,
136,-0.037530124,-0.025648087,-0.028354764,-0.008120537,-0.02170071,0.001372069,0,-0.019211709,0.009008795,-0.018349081,0.009125352,,,
137,-0.028354764,-0.008120537,-0.02170071,0.001372069,-0.019211709,0.009008795,0,-0.018349081,0.009125352,-0.013046592,0.009346008,,,
138,-0.02170071,0.001372069,-0.019211709,0.009008795,-0.018349081,0.009125352,0,-0.013046592,0.009346008,-0.005403817,0.005955666,,,
139,-0.019211709,0.009008795,-0.018349081,0.009125352,-0.013046592,0.009346008,0,-0.005403817,0.005955666,0.008521408,-0.002050161,,,
140,-0.018349081,0.009125352,-0.013046592,0.009346008,-0.005403817,0.005955666,0,0.008521408,-0.002050161,0.018904597,-0.009699851,,,
141,-0.013046592,0.009346008,-0.005403817,0.005955666,0.008521408,-0.002050161,0,0.018904597,-0.009699851,0.023926109,-0.025461674,,,
142,-0.005403817,0.005955666,0.008521408,-0.002050161,0.018904597,-0.009699851,0,0.023926109,-0.025461674,0.0176934,-0.020510495,,,
143,0.008521408,-0.002050161,0.018904597,-0.009699851,0.023926109,-0.025461674,0,0.0176934,-0.020510495,0.010107994,-0.016816765,,,
144,0.018904597,-0.009699851,0.023926109,-0.025461674,0.0176934,-0.020510495,0,0.010107994,-0.016816765,0.007187188,-0.005138934,,,
145,0.023926109,-0.025461674,0.0176934,-0.020510495,0.010107994,-0.016816765,0,0.007187188,-0.005138934,0.001105368,-0.002503887,,,
146,0.0176934,-0.020510495,0.010107994,-0.016816765,0.007187188,-0.005138934,0,0.001105368,-0.002503887,-0.004877746,0.049810514,,,
147,0.010107994,-0.016816765,0.007187188,-0.005138934,0.001105368,-0.002503887,0,-0.004877746,0.049810514,-0.003752083,0.028063312,,,
148,0.007187188,-0.005138934,0.001105368,-0.002503887,-0.004877746,0.049810514,0,-0.003752083,0.028063312,0.000722617,0.014579795,,,
149,0.001105368,-0.002503887,-0.004877746,0.049810514,-0.003752083,0.028063312,0,0.000722617,0.014579795,0.008829504,0.006117705,,,
150,-0.004877746,0.049810514,-0.003752083,0.028063312,0.000722617,0.014579795,0,0.008829504,0.006117705,0.015242636,-0.000280824,,,
151,-0.003752083,0.028063312,0.000722617,0.014579795,0.008829504,0.006117705,0,0.015242636,-0.000280824,0.01749137,-0.004885428,,,
152,0.000722617,0.014579795,0.008829504,0.006117705,0.015242636,-0.000280824,1,0.01749137,-0.004885428,0.01521191,-0.008883141,,,
153,0.008829504,0.006117705,0.015242636,-0.000280824,0.01749137,-0.004885428,0,0.01521191,-0.008883141,0.012059689,-0.041765165,,,
154,0.015242636,-0.000280824,0.01749137,-0.004885428,0.01521191,-0.008883141,0,0.012059689,-0.041765165,0.007588804,-0.012775291,,,
155,0.01749137,-0.004885428,0.01521191,-0.008883141,0.012059689,-0.041765165,0,0.007588804,-0.012775291,0.004274219,-0.009276927,,,
156,0.01521191,-0.008883141,0.012059689,-0.041765165,0.007588804,-0.012775291,0,0.004274219,-0.009276927,0.001143903,-0.007402733,,,
157,0.012059689,-0.041765165,0.007588804,-0.012775291,0.004274219,-0.009276927,0,0.001143903,-0.007402733,0.000362724,-0.004940111,,,
158,0.007588804,-0.012775291,0.004274219,-0.009276927,0.001143903,-0.007402733,0,0.000362724,-0.004940111,0.003369093,-0.001228955,,,
159,0.004274219,-0.009276927,0.001143903,-0.007402733,0.000362724,-0.004940111,0,0.003369093,-0.001228955,0.007356822,0.005385499,,,
160,0.001143903,-0.007402733,0.000362724,-0.004940111,0.003369093,-0.001228955,0,0.007356822,0.005385499,0.010238826,0.023876157,,,
161,0.000362724,-0.004940111,0.003369093,-0.001228955,0.007356822,0.005385499,0,0.010238826,0.023876157,0.007269442,-0.00139768,,,
162,0.003369093,-0.001228955,0.007356822,0.005385499,0.010238826,0.023876157,0,0.007269442,-0.00139768,0.000123084,-0.002765484,,,
163,0.007356822,0.005385499,0.010238826,0.023876157,0.007269442,-0.00139768,0,0.000123084,-0.002765484,-0.008890599,-0.004616886,,,
164,0.010238826,0.023876157,0.007269442,-0.00139768,0.000123084,-0.002765484,0,-0.008890599,-0.004616886,-0.008539945,-0.007075675,,,
165,0.007269442,-0.00139768,0.000123084,-0.002765484,-0.008890599,-0.004616886,0,-0.008539945,-0.007075675,0.009685159,-0.011625018,,,
166,0.000123084,-0.002765484,-0.008890599,-0.004616886,-0.008539945,-0.007075675,0,0.009685159,-0.011625018,0.032683164,-0.020117298,,,
167,-0.008890599,-0.004616886,-0.008539945,-0.007075675,0.009685159,-0.011625018,0,0.032683164,-0.020117298,0.021350086,-0.032391444,,,
168,-0.008539945,-0.007075675,0.009685159,-0.011625018,0.032683164,-0.020117298,0,0.021350086,-0.032391444,-0.002702832,-0.002424508,,,
169,0.009685159,-0.011625018,0.032683164,-0.020117298,0.021350086,-0.032391444,0,-0.002702832,-0.002424508,-0.008186966,-0.010665089,,,
170,0.032683164,-0.020117298,0.021350086,-0.032391444,-0.002702832,-0.002424508,0,-0.008186966,-0.010665089,-0.007237166,-0.000828087,,,
171,0.021350086,-0.032391444,-0.002702832,-0.002424508,-0.008186966,-0.010665089,0,-0.007237166,-0.000828087,-0.004917681,0.001638636,,,
172,-0.002702832,-0.002424508,-0.008186966,-0.010665089,-0.007237166,-0.000828087,0,-0.004917681,0.001638636,-0.001868665,0.002633542,,,
173,-0.008186966,-0.010665089,-0.007237166,-0.000828087,-0.004917681,0.001638636,0,-0.001868665,0.002633542,-0.004757941,0.001488537,,,
174,-0.007237166,-0.000828087,-0.004917681,0.001638636,-0.001868665,0.002633542,0,-0.004757941,0.001488537,-0.009043127,-0.001400054,,,
175,-0.004917681,0.001638636,-0.001868665,0.002633542,-0.004757941,0.001488537,0,-0.009043127,-0.001400054,-0.010068834,-0.004807159,,,
176,-0.001868665,0.002633542,-0.004757941,0.001488537,-0.009043127,-0.001400054,0,-0.010068834,-0.004807159,-0.006493568,0.022140838,,,
177,-0.004757941,0.001488537,-0.009043127,-0.001400054,-0.010068834,-0.004807159,0,-0.006493568,0.022140838,0.0039455,-0.000596024,,,
178,-0.009043127,-0.001400054,-0.010068834,-0.004807159,-0.006493568,0.022140838,0,0.0039455,-0.000596024,0.017507851,0,,,
179,-0.010068834,-0.004807159,-0.006493568,0.022140838,0.0039455,-0.000596024,0,0.017507851,0,0.026808918,0,,,
180,-0.006493568,0.022140838,0.0039455,-0.000596024,0.017507851,0,0,0.026808918,0,0.033244431,0,,,
181,0.0039455,-0.000596024,0.017507851,0,0.026808918,0,0,0.033244431,0,0.030884847,0,,,
182,0.017507851,0,0.026808918,0,0.033244431,0,0,0.030884847,0,0.029415801,0,,,
183,0.026808918,0,0.033244431,0,0.030884847,0,0,0.029415801,0,0.026592448,0,,,
184,0.033244431,0,0.030884847,0,0.029415801,0,0,0.026592448,0,0.019976303,0,,,
185,0.030884847,0,0.029415801,0,0.026592448,0,0,0.019976303,0,0.01644516,0,,,
186,0.029415801,0,0.026592448,0,0.019976303,0,0,0.01644516,0,0.008721516,0,,,
187,0.026592448,0,0.019976303,0,0.01644516,0,0,0.008721516,0,0.00397937,0,,,
188,0.019976303,0,0.01644516,0,0.008721516,0,0,0.00397937,0,0.00156942,0,,,
189,0.01644516,0,0.008721516,0,0.00397937,0,0,0.00156942,0,-0.001601964,0,,,
190,0.008721516,0,0.00397937,0,0.00156942,0,0,-0.001601964,0,-0.00018537,0,,,
191,0.00397937,0,0.00156942,0,-0.001601964,0,0,-0.00018537,0,0.002598152,0,,,
192,0.00156942,0,-0.001601964,0,-0.00018537,0,0,0.002598152,0,0.006065711,0,,,
193,-0.001601964,0,-0.00018537,0,0.002598152,0,0,0.006065711,0,0.011395618,0,,,
194,-0.00018537,0,0.002598152,0,0.006065711,0,0,0.011395618,0,0.011513546,0,,,
195,0.002598152,0,0.006065711,0,0.011395618,0,0,0.011513546,0,-0.001534745,0,,,
196,0.006065711,0,0.011395618,0,0.011513546,0,0,-0.001534745,0,-0.013270736,0,,,
197,0.011395618,0,0.011513546,0,-0.001534745,0,0,-0.013270736,0,-0.025200456,0,,,
198,0.011513546,0,-0.001534745,0,-0.013270736,0,0,-0.025200456,0,-0.031736001,0,,,
199,-0.001534745,0,-0.013270736,0,-0.025200456,0,0,-0.031736001,0,-0.030795783,0,,,
200,-0.013270736,0,-0.025200456,0,-0.031736001,0,0,-0.030795783,0,-0.023805559,0,,,
201,-0.025200456,0,-0.031736001,0,-0.030795783,0,0,-0.023805559,0,-0.014463276,0,,,
202,-0.031736001,0,-0.030795783,0,-0.023805559,0,0,-0.014463276,0,-0.010274053,0,,,
203,-0.030795783,0,-0.023805559,0,-0.014463276,0,0,-0.010274053,0,-0.00191319,0,,,
204,-0.023805559,0,-0.014463276,0,-0.010274053,0,0,-0.00191319,0,-0.001321942,0,,,
205,-0.014463276,0,-0.010274053,0,-0.00191319,0,0,-0.001321942,0,0.003098935,0,,,
206,-0.010274053,0,-0.00191319,0,-0.001321942,0,0,0.003098935,0,-0.000887334,0,,,
207,-0.00191319,0,-0.001321942,0,0.003098935,0,0,-0.000887334,0,-0.013183862,0,,,
208,-0.001321942,0,0.003098935,0,-0.000887334,0,0,-0.013183862,0,-0.028436959,0,,,
209,0.003098935,0,-0.000887334,0,-0.013183862,0,0,-0.028436959,0,-0.034536213,0,,,
210,-0.000887334,0,-0.013183862,0,-0.028436959,0,0,-0.034536213,0,-0.031652451,0,,,
211,-0.013183862,0,-0.028436959,0,-0.034536213,0,0,-0.031652451,0,-0.021992087,0,,,
212,-0.028436959,0,-0.034536213,0,-0.031652451,0,0,-0.021992087,0,-0.009964526,0,,,
213,-0.034536213,0,-0.031652451,0,-0.021992087,0,1,-0.009964526,0,0.008153677,0,,,
214,-0.031652451,0,-0.021992087,0,-0.009964526,0,0,0.008153677,0,0.011383206,0.015896276,,,
215,-0.021992087,0,-0.009964526,0,0.008153677,0,0,0.011383206,0.015896276,0.011683673,0.035212994,,,
216,-0.009964526,0,0.008153677,0,0.011383206,0.015896276,0,0.011683673,0.035212994,0.010969579,-0.016753078,,,
217,0.008153677,0,0.011383206,0.015896276,0.011683673,0.035212994,0,0.010969579,-0.016753078,0.005221516,-0.013399214,,,
218,0.011383206,0.015896276,0.011683673,0.035212994,0.010969579,-0.016753078,0,0.005221516,-0.013399214,-0.003604233,-0.012458146,,,
219,0.011683673,0.035212994,0.010969579,-0.016753078,0.005221516,-0.013399214,0,-0.003604233,-0.012458146,-0.009927899,-0.012221545,,,
220,0.010969579,-0.016753078,0.005221516,-0.013399214,-0.003604233,-0.012458146,0,-0.009927899,-0.012221545,-0.020325512,-0.013064653,,,
221,0.005221516,-0.013399214,-0.003604233,-0.012458146,-0.009927899,-0.012221545,0,-0.020325512,-0.013064653,-0.024440587,-0.021412522,,,
222,-0.003604233,-0.012458146,-0.009927899,-0.012221545,-0.020325512,-0.013064653,0,-0.024440587,-0.021412522,-0.010791451,-0.024795204,,,
223,-0.009927899,-0.012221545,-0.020325512,-0.013064653,-0.024440587,-0.021412522,0,-0.010791451,-0.024795204,0.009338528,-0.005437881,,,
224,-0.020325512,-0.013064653,-0.024440587,-0.021412522,-0.010791451,-0.024795204,0,0.009338528,-0.005437881,0.024139464,0.005360886,,,
