,inner1,outer1,inner2,outer2,inner3,outer3,move,inner4,outer4,inner5,outer5,,,
630,-0.007093489,0.011537895,-0.003092796,0.000928923,0.007899523,0.004429027,0,0.021180123,0.007882223,0.020501554,0.010788217,,,
631,-0.003092796,0.000928923,0.007899523,0.004429027,0.021180123,0.007882223,0,0.020501554,0.010788217,0.014309198,0.012199506,,,
632,0.007899523,0.004429027,0.021180123,0.007882223,0.020501554,0.010788217,0,0.014309198,0.012199506,-0.001418889,0.012496799,,,
633,0.021180123,0.007882223,0.020501554,0.010788217,0.014309198,0.012199506,0,-0.001418889,0.012496799,-0.015215456,0.006699979,,,
634,0.020501554,0.010788217,0.014309198,0.012199506,-0.001418889,0.012496799,0,-0.015215456,0.006699979,-0.019818485,-0.002976373,,,
635,0.014309198,0.012199506,-0.001418889,0.012496799,-0.015215456,0.006699979,0,-0.019818485,-0.002976373,-0.017569691,-0.014895439,,,
636,-0.001418889,0.012496799,-0.015215456,0.006699979,-0.019818485,-0.002976373,0,-0.017569691,-0.014895439,-0.014079124,-0.021426916,,,
637,-0.015215456,0.006699979,-0.019818485,-0.002976373,-0.017569691,-0.014895439,0,-0.014079124,-0.021426916,-0.010204166,-0.048598319,,,
638,-0.019818485,-0.002976373,-0.017569691,-0.014895439,-0.014079124,-0.021426916,0,-0.010204166,-0.048598319,-0.00892821,-0.02177003,,,
639,-0.017569691,-0.014895439,-0.014079124,-0.021426916,-0.010204166,-0.048598319,0,-0.00892821,-0.02177003,-0.014294356,-0.00576207,,,
640,-0.014079124,-0.021426916,-0.010204166,-0.048598319,-0.00892821,-0.02177003,0,-0.014294356,-0.00576207,-0.016759098,0.022976249,,,
641,-0.010204166,-0.048598319,-0.00892821,-0.02177003,-0.014294356,-0.00576207,0,-0.016759098,0.022976249,-0.016163766,0.032702863,,,
642,-0.00892821,-0.02177003,-0.014294356,-0.00576207,-0.016759098,0.022976249,0,-0.016163766,0.032702863,-0.014965385,0.01984641,,,
643,-0.014294356,-0.00576207,-0.016759098,0.022976249,-0.016163766,0.032702863,0,-0.014965385,0.01984641,-0.01956895,0.009347826,,,
644,-0.016759098,0.022976249,-0.016163766,0.032702863,-0.014965385,0.01984641,0,-0.01956895,0.009347826,-0.026369989,-0.004446238,,,
645,-0.016163766,0.032702863,-0.014965385,0.01984641,-0.01956895,0.009347826,0,-0.026369989,-0.004446238,-0.035271913,-0.012516081,,,
646,-0.014965385,0.01984641,-0.01956895,0.009347826,-0.026369989,-0.004446238,0,-0.035271913,-0.012516081,-0.039299279,-0.024863273,,,
647,-0.01956895,0.009347826,-0.026369989,-0.004446238,-0.035271913,-0.012516081,0,-0.039299279,-0.024863273,-0.026846319,-0.023036212,,,
648,-0.026369989,-0.004446238,-0.035271913,-0.012516081,-0.039299279,-0.024863273,0,-0.026846319,-0.023036212,-0.002613753,-0.013965301,,,
649,-0.035271913,-0.012516081,-0.039299279,-0.024863273,-0.026846319,-0.023036212,0,-0.002613753,-0.013965301,0.009070814,-0.007557392,,,
650,-0.039299279,-0.024863273,-0.026846319,-0.023036212,-0.002613753,-0.013965301,0,0.009070814,-0.007557392,0.010723799,-0.004001126,,,
651,-0.026846319,-0.023036212,-0.002613753,-0.013965301,0.009070814,-0.007557392,0,0.010723799,-0.004001126,0.005666047,-0.001119792,,,
652,-0.002613753,-0.013965301,0.009070814,-0.007557392,0.010723799,-0.004001126,0,0.005666047,-0.001119792,0.006774634,0.001813792,,,
653,0.009070814,-0.007557392,0.010723799,-0.004001126,0.005666047,-0.001119792,1,0.006774634,0.001813792,0.016893327,0.000568543,,,
654,0.010723799,-0.004001126,0.005666047,-0.001119792,0.006774634,0.001813792,0,0.016893327,0.000568543,0.024338663,-0.000849366,,,
655,0.005666047,-0.001119792,0.006774634,0.001813792,0.016893327,0.000568543,0,0.024338663,-0.000849366,0.036913067,-0.001782447,,,
656,0.006774634,0.001813792,0.016893327,0.000568543,0.024338663,-0.000849366,0,0.036913067,-0.001782447,0.041278958,-0.002298191,,,
657,0.016893327,0.000568543,0.024338663,-0.000849366,0.036913067,-0.001782447,0,0.041278958,-0.002298191,0.052957714,-0.002234247,,,
658,0.024338663,-0.000849366,0.036913067,-0.001782447,0.041278958,-0.002298191,0,0.052957714,-0.002234247,0.045372516,-0.001818776,,,
659,0.036913067,-0.001782447,0.041278958,-0.002298191,0.052957714,-0.002234247,0,0.045372516,-0.001818776,0.034175634,-0.000962909,,,
660,0.041278958,-0.002298191,0.052957714,-0.002234247,0.045372516,-0.001818776,0,0.034175634,-0.000962909,0.015530199,-0.000419855,,,
661,0.052957714,-0.002234247,0.045372516,-0.001818776,0.034175634,-0.000962909,0,0.015530199,-0.000419855,0.005838573,-0.00019227,,,
662,0.045372516,-0.001818776,0.034175634,-0.000962909,0.015530199,-0.000419855,0,0.005838573,-0.00019227,0.002809852,0.000219643,,,
663,0.034175634,-0.000962909,0.015530199,-0.000419855,0.005838573,-0.00019227,0,0.002809852,0.000219643,0.004284292,0.001399625,,,
664,0.015530199,-0.000419855,0.005838573,-0.00019227,0.002809852,0.000219643,0,0.004284292,0.001399625,0.005329102,0.003744178,,,
665,0.005838573,-0.00019227,0.002809852,0.000219643,0.004284292,0.001399625,0,0.005329102,0.003744178,0.004777879,0,,,
666,0.002809852,0.000219643,0.004284292,0.001399625,0.005329102,0.003744178,0,0.004777879,0,0.000704736,0,,,
667,0.004284292,0.001399625,0.005329102,0.003744178,0.004777879,0,0,0.000704736,0,-0.00654453,0,,,
668,0.005329102,0.003744178,0.004777879,0,0.000704736,0,0,-0.00654453,0,-0.014892459,0,,,
669,0.004777879,0,0.000704736,0,-0.00654453,0,0,-0.014892459,0,-0.022907317,-0.096576102,,,
670,0.000704736,0,-0.00654453,0,-0.014892459,0,0,-0.022907317,-0.096576102,-0.029455006,0.02733162,,,
671,-0.00654453,0,-0.014892459,0,-0.022907317,-0.096576102,0,-0.029455006,0.02733162,-0.034082949,0.020775676,,,
672,-0.014892459,0,-0.022907317,-0.096576102,-0.029455006,0.02733162,0,-0.034082949,0.020775676,-0.039441556,0.013257861,,,
673,-0.022907317,-0.096576102,-0.029455006,0.02733162,-0.034082949,0.020775676,0,-0.039441556,0.013257861,-0.042310745,0.007847607,,,
674,-0.029455006,0.02733162,-0.034082949,0.020775676,-0.039441556,0.013257861,0,-0.042310745,0.007847607,-0.040030658,0.004390687,,,
675,-0.034082949,0.020775676,-0.039441556,0.013257861,-0.042310745,0.007847607,0,-0.040030658,0.004390687,-0.028150856,0.000236571,,,
676,-0.039441556,0.013257861,-0.042310745,0.007847607,-0.040030658,0.004390687,0,-0.028150856,0.000236571,-0.017163932,0.003319383,,,
677,-0.042310745,0.007847607,-0.040030658,0.004390687,-0.028150856,0.000236571,0,-0.017163932,0.003319383,-0.011036038,0.013386846,,,
678,-0.040030658,0.004390687,-0.028150856,0.000236571,-0.017163932,0.003319383,0,-0.011036038,0.013386846,-0.007205367,-0.003387585,,,
679,-0.028150856,0.000236571,-0.017163932,0.003319383,-0.011036038,0.013386846,0,-0.007205367,-0.003387585,-0.013733625,-0.01328072,,,
680,-0.017163932,0.003319383,-0.011036038,0.013386846,-0.007205367,-0.003387585,0,-0.013733625,-0.01328072,-0.015794188,-0.013309553,,,
681,-0.011036038,0.013386846,-0.007205367,-0.003387585,-0.013733625,-0.01328072,0,-0.015794188,-0.013309553,-0.01279062,-0.004600152,,,
682,-0.007205367,-0.003387585,-0.013733625,-0.01328072,-0.015794188,-0.013309553,0,-0.01279062,-0.004600152,-0.009183168,-0.000139505,,,
683,-0.013733625,-0.01328072,-0.015794188,-0.013309553,-0.01279062,-0.004600152,0,-0.009183168,-0.000139505,-0.003286153,0.000882179,,,
684,-0.015794188,-0.013309553,-0.01279062,-0.004600152,-0.009183168,-0.000139505,0,-0.003286153,0.000882179,0.002303451,0.001051895,,,
685,-0.01279062,-0.004600152,-0.009183168,-0.000139505,-0.003286153,0.000882179,0,0.002303451,0.001051895,0.008956611,0.000721127,,,
686,-0.009183168,-0.000139505,-0.003286153,0.000882179,0.002303451,0.001051895,0,0.008956611,0.000721127,0.017302692,-4.41E-05,,,
687,-0.003286153,0.000882179,0.002303451,0.001051895,0.008956611,0.000721127,0,0.017302692,-4.41E-05,0.021968275,-0.000479549,,,
688,0.002303451,0.001051895,0.008956611,0.000721127,0.017302692,-4.41E-05,0,0.021968275,-0.000479549,0.021078765,-0.00091593,,,
689,0.008956611,0.000721127,0.017302692,-4.41E-05,0.021968275,-0.000479549,0,0.021078765,-0.00091593,0.018490195,-0.000754118,,,
690,0.017302692,-4.41E-05,0.021968275,-0.000479549,0.021078765,-0.00091593,0,0.018490195,-0.000754118,0.016043842,-0.000322491,,,
691,0.021968275,-0.000479549,0.021078765,-0.00091593,0.018490195,-0.000754118,0,0.016043842,-0.000322491,0.012307286,0.000344612,,,
692,0.021078765,-0.00091593,0.018490195,-0.000754118,0.016043842,-0.000322491,0,0.012307286,0.000344612,0.009255767,0.001266643,,,
693,0.018490195,-0.000754118,0.016043842,-0.000322491,0.012307286,0.000344612,0,0.009255767,0.001266643,0.007409394,0.002579667,,,
694,0.016043842,-0.000322491,0.012307286,0.000344612,0.009255767,0.001266643,0,0.007409394,0.002579667,-0.005246818,0.003913768,,,
695,0.012307286,0.000344612,0.009255767,0.001266643,0.007409394,0.002579667,0,-0.005246818,0.003913768,-0.023163438,0.004178584,,,
696,0.009255767,0.001266643,0.007409394,0.002579667,-0.005246818,0.003913768,0,-0.023163438,0.004178584,-0.029181182,0.001632646,,,
697,0.007409394,0.002579667,-0.005246818,0.003913768,-0.023163438,0.004178584,0,-0.029181182,0.001632646,-0.017651588,0.001756225,,,
698,-0.005246818,0.003913768,-0.023163438,0.004178584,-0.029181182,0.001632646,0,-0.017651588,0.001756225,0.00504446,0.001601294,,,
699,-0.023163438,0.004178584,-0.029181182,0.001632646,-0.017651588,0.001756225,0,0.00504446,0.001601294,0.020834059,0.000530459,,,
700,-0.029181182,0.001632646,-0.017651588,0.001756225,0.00504446,0.001601294,0,0.020834059,0.000530459,0.026491582,-0.000493679,,,
701,-0.017651588,0.001756225,0.00504446,0.001601294,0.020834059,0.000530459,0,0.026491582,-0.000493679,0.019875586,-0.000606038,,,
702,0.00504446,0.001601294,0.020834059,0.000530459,0.026491582,-0.000493679,0,0.019875586,-0.000606038,0.013592392,-0.00039896,,,
703,0.020834059,0.000530459,0.026491582,-0.000493679,0.019875586,-0.000606038,0,0.013592392,-0.00039896,0.007247955,-2.18E-05,,,
704,0.026491582,-0.000493679,0.019875586,-0.000606038,0.013592392,-0.00039896,0,0.007247955,-2.18E-05,0.001908571,0.000447609,,,
705,0.019875586,-0.000606038,0.013592392,-0.00039896,0.007247955,-2.18E-05,1,0.001908571,0.000447609,-0.000303924,3.96E-05,,,
706,0.013592392,-0.00039896,0.007247955,-2.18E-05,0.001908571,0.000447609,0,-0.000303924,3.96E-05,0.003514051,-0.000239542,,,
707,0.007247955,-2.18E-05,0.001908571,0.000447609,-0.000303924,3.96E-05,0,0.003514051,-0.000239542,0.014835596,-0.000264321,,,
708,0.001908571,0.000447609,-0.000303924,3.96E-05,0.003514051,-0.000239542,0,0.014835596,-0.000264321,0.031663954,-2.58E-05,,,
709,-0.000303924,3.96E-05,0.003514051,-0.000239542,0.014835596,-0.000264321,0,0.031663954,-2.58E-05,0.044232205,0.000230508,,,
710,0.003514051,-0.000239542,0.014835596,-0.000264321,0.031663954,-2.58E-05,0,0.044232205,0.000230508,0.046082318,0.000299213,,,
711,0.014835596,-0.000264321,0.031663954,-2.58E-05,0.044232205,0.000230508,0,0.046082318,0.000299213,0.038452283,0.000148157,,,
712,0.031663954,-2.58E-05,0.044232205,0.000230508,0.046082318,0.000299213,0,0.038452283,0.000148157,0.022772402,-0.000201914,,,
713,0.044232205,0.000230508,0.046082318,0.000299213,0.038452283,0.000148157,0,0.022772402,-0.000201914,0.010493368,-0.000706589,,,
714,0.046082318,0.000299213,0.038452283,0.000148157,0.022772402,-0.000201914,0,0.010493368,-0.000706589,0.009027705,-0.001205264,,,
715,0.038452283,0.000148157,0.022772402,-0.000201914,0.010493368,-0.000706589,0,0.009027705,-0.001205264,0.011728942,-0.000780385,,,
716,0.022772402,-0.000201914,0.010493368,-0.000706589,0.009027705,-0.001205264,0,0.011728942,-0.000780385,0.00668928,0,,,
717,0.010493368,-0.000706589,0.009027705,-0.001205264,0.011728942,-0.000780385,0,0.00668928,0,0.000290692,0,,,
718,0.009027705,-0.001205264,0.011728942,-0.000780385,0.00668928,0,0,0.000290692,0,-0.012629986,0,,,
719,0.011728942,-0.000780385,0.00668928,0,0.000290692,0,0,-0.012629986,0,-0.014561608,0,,,
720,0.00668928,0,0.000290692,0,-0.012629986,0,0,-0.014561608,0,-0.010963917,0,,,
721,0.000290692,0,-0.012629986,0,-0.014561608,0,0,-0.010963917,0,-0.010379419,0,,,
722,-0.012629986,0,-0.014561608,0,-0.010963917,0,0,-0.010379419,0,-0.010024443,0,,,
723,-0.014561608,0,-0.010963917,0,-0.010379419,0,0,-0.010024443,0,-0.010620698,0,,,
724,-0.010963917,0,-0.010379419,0,-0.010024443,0,0,-0.010620698,0,-0.011471123,0,,,
725,-0.010379419,0,-0.010024443,0,-0.010620698,0,0,-0.011471123,0,-0.015128419,0,,,
726,-0.010024443,0,-0.010620698,0,-0.011471123,0,0,-0.015128419,0,-0.021574497,0,,,
727,-0.010620698,0,-0.011471123,0,-0.015128419,0,0,-0.021574497,0,-0.01717937,0,,,
728,-0.011471123,0,-0.015128419,0,-0.021574497,0,0,-0.01717937,0,-0.01205948,0.162771493,,,
729,-0.015128419,0,-0.021574497,0,-0.01717937,0,0,-0.01205948,0.162771493,-0.00624232,-0.007426113,,,
730,-0.021574497,0,-0.01717937,0,-0.01205948,0.162771493,0,-0.00624232,-0.007426113,-0.003028795,-0.007506251,,,
731,-0.01717937,0,-0.01205948,0.162771493,-0.00624232,-0.007426113,0,-0.003028795,-0.007506251,-0.005743086,-0.004552081,,,
732,-0.01205948,0.162771493,-0.00624232,-0.007426113,-0.003028795,-0.007506251,0,-0.005743086,-0.004552081,-0.00575605,-0.000599504,,,
733,-0.00624232,-0.007426113,-0.003028795,-0.007506251,-0.005743086,-0.004552081,0,-0.00575605,-0.000599504,-0.005990833,-0.002151772,,,
734,-0.003028795,-0.007506251,-0.005743086,-0.004552081,-0.00575605,-0.000599504,0,-0.005990833,-0.002151772,0.006406963,-0.016183883,,,
735,-0.005743086,-0.004552081,-0.00575605,-0.000599504,-0.005990833,-0.002151772,0,0.006406963,-0.016183883,0.024125874,-0.04024785,,,
736,-0.00575605,-0.000599504,-0.005990833,-0.002151772,0.006406963,-0.016183883,0,0.024125874,-0.04024785,0.037347138,-0.080635451,,,
737,-0.005990833,-0.002151772,0.006406963,-0.016183883,0.024125874,-0.04024785,0,0.037347138,-0.080635451,0.044666022,0,,,
738,0.006406963,-0.016183883,0.024125874,-0.04024785,0.037347138,-0.080635451,0,0.044666022,0,0.056049883,0,,,
739,0.024125874,-0.04024785,0.037347138,-0.080635451,0.044666022,0,0,0.056049883,0,0.052451611,0,,,
740,0.037347138,-0.080635451,0.044666022,0,0.056049883,0,0,0.052451611,0,0.033910841,-0.005694509,,,
741,0.044666022,0,0.056049883,0,0.052451611,0,0,0.033910841,-0.005694509,0.014307171,-0.005670466,,,
742,0.056049883,0,0.052451611,0,0.033910841,-0.005694509,0,0.014307171,-0.005670466,0.000479326,-0.00135453,,,
743,0.052451611,0,0.033910841,-0.005694509,0.014307171,-0.005670466,0,0.000479326,-0.00135453,-0.006154567,0.003572963,,,
744,0.033910841,-0.005694509,0.014307171,-0.005670466,0.000479326,-0.00135453,0,-0.006154567,0.003572963,-0.01295346,0.005737312,,,
745,0.014307171,-0.005670466,0.000479326,-0.00135453,-0.006154567,0.003572963,0,-0.01295346,0.005737312,-0.014990643,0.003854118,,,
746,0.000479326,-0.00135453,-0.006154567,0.003572963,-0.01295346,0.005737312,0,-0.014990643,0.003854118,-0.012913764,0.001208797,,,
747,-0.006154567,0.003572963,-0.01295346,0.005737312,-0.014990643,0.003854118,0,-0.012913764,0.001208797,-0.009241372,-0.001305841,,,
748,-0.01295346,0.005737312,-0.014990643,0.003854118,-0.012913764,0.001208797,0,-0.009241372,-0.001305841,-0.008709952,-0.008284338,,,
749,-0.014990643,0.003854118,-0.012913764,0.001208797,-0.009241372,-0.001305841,0,-0.008709952,-0.008284338,-0.007879257,-0.018675044,,,
750,-0.012913764,0.001208797,-0.009241372,-0.001305841,-0.008709952,-0.008284338,0,-0.007879257,-0.018675044,-0.00621058,-0.072781488,,,
751,-0.009241372,-0.001305841,-0.008709952,-0.008284338,-0.007879257,-0.018675044,0,-0.00621058,-0.072781488,-0.010476723,0.082268581,,,
752,-0.008709952,-0.008284338,-0.007879257,-0.018675044,-0.00621058,-0.072781488,0,-0.010476723,0.082268581,-0.021092758,-0.00626947,,,
753,-0.007879257,-0.018675044,-0.00621058,-0.072781488,-0.010476723,0.082268581,0,-0.021092758,-0.00626947,-0.029945493,-0.000928372,,,
754,-0.00621058,-0.072781488,-0.010476723,0.082268581,-0.021092758,-0.00626947,0,-0.029945493,-0.000928372,-0.033409178,0.001177572,,,
755,-0.010476723,0.082268581,-0.021092758,-0.00626947,-0.029945493,-0.000928372,1,-0.033409178,0.001177572,-0.033587277,0.00155659,,,
756,-0.021092758,-0.00626947,-0.029945493,-0.000928372,-0.033409178,0.001177572,0,-0.033587277,0.00155659,-0.024817944,0.001724757,,,
757,-0.029945493,-0.000928372,-0.033409178,0.001177572,-0.033587277,0.00155659,0,-0.024817944,0.001724757,-0.013600856,0.001512252,,,
758,-0.033409178,0.001177572,-0.033587277,0.00155659,-0.024817944,0.001724757,0,-0.013600856,0.001512252,0.006531805,0.00115484,,,
759,-0.033587277,0.00155659,-0.024817944,0.001724757,-0.013600856,0.001512252,0,0.006531805,0.00115484,0.020034969,0.003290057,,,
760,-0.024817944,0.001724757,-0.013600856,0.001512252,0.006531805,0.00115484,0,0.020034969,0.003290057,0.019087613,0.021675691,,,
761,-0.013600856,0.001512252,0.006531805,0.00115484,0.020034969,0.003290057,0,0.019087613,0.021675691,0.023047626,0.014789343,,,
762,0.006531805,0.00115484,0.020034969,0.003290057,0.019087613,0.021675691,0,0.023047626,0.014789343,0.025876731,0.009018961,,,
763,0.020034969,0.003290057,0.019087613,0.021675691,0.023047626,0.014789343,0,0.025876731,0.009018961,0.029613853,0.005832776,,,
764,0.019087613,0.021675691,0.023047626,0.014789343,0.025876731,0.009018961,0,0.029613853,0.005832776,0.030397147,0.002643939,,,
765,0.023047626,0.014789343,0.025876731,0.009018961,0.029613853,0.005832776,0,0.030397147,0.002643939,0.028983563,0.000902694,,,
766,0.025876731,0.009018961,0.029613853,0.005832776,0.030397147,0.002643939,0,0.028983563,0.000902694,0.025702193,-0.000135075,,,
767,0.029613853,0.005832776,0.030397147,0.002643939,0.028983563,0.000902694,0,0.025702193,-0.000135075,0.022197962,-0.000341656,,,
768,0.030397147,0.002643939,0.028983563,0.000902694,0.025702193,-0.000135075,0,0.022197962,-0.000341656,0.017811194,0.002536738,,,
769,0.028983563,0.000902694,0.025702193,-0.000135075,0.022197962,-0.000341656,0,0.017811194,0.002536738,0.01073806,0.006948752,,,
770,0.025702193,-0.000135075,0.022197962,-0.000341656,0.017811194,0.002536738,0,0.01073806,0.006948752,0.001345754,0.007772895,,,
771,0.022197962,-0.000341656,0.017811194,0.002536738,0.01073806,0.006948752,0,0.001345754,0.007772895,-0.007464781,0.006134164,,,
772,0.017811194,0.002536738,0.01073806,0.006948752,0.001345754,0.007772895,0,-0.007464781,0.006134164,-0.01599884,0.006719641,,,
773,0.01073806,0.006948752,0.001345754,0.007772895,-0.007464781,0.006134164,0,-0.01599884,0.006719641,-0.02033031,0.019152224,,,
774,0.001345754,0.007772895,-0.007464781,0.006134164,-0.01599884,0.006719641,0,-0.02033031,0.019152224,-0.016766503,0.094173007,,,
775,-0.007464781,0.006134164,-0.01599884,0.006719641,-0.02033031,0.019152224,0,-0.016766503,0.094173007,-0.015403613,0.006845646,,,
776,-0.01599884,0.006719641,-0.02033031,0.019152224,-0.016766503,0.094173007,0,-0.015403613,0.006845646,-0.013582975,-0.004621878,,,
777,-0.02033031,0.019152224,-0.016766503,0.094173007,-0.015403613,0.006845646,0,-0.013582975,-0.004621878,-0.019574642,-0.016640965,,,
778,-0.016766503,0.094173007,-0.015403613,0.006845646,-0.013582975,-0.004621878,0,-0.019574642,-0.016640965,-0.017071575,-0.025057945,,,
779,-0.015403613,0.006845646,-0.013582975,-0.004621878,-0.019574642,-0.016640965,0,-0.017071575,-0.025057945,0.008733377,-0.028741259,,,
780,-0.013582975,-0.004621878,-0.019574642,-0.016640965,-0.017071575,-0.025057945,0,0.008733377,-0.028741259,0.02009578,-0.034780629,,,
781,-0.019574642,-0.016640965,-0.017071575,-0.025057945,0.008733377,-0.028741259,0,0.02009578,-0.034780629,-0.003949419,-0.035428762,,,
782,-0.017071575,-0.025057945,0.008733377,-0.028741259,0.02009578,-0.034780629,0,-0.003949419,-0.035428762,-0.021051705,-0.028762713,,,
783,0.008733377,-0.028741259,0.02009578,-0.034780629,-0.003949419,-0.035428762,0,-0.021051705,-0.028762713,-0.026674949,-0.000784591,,,
784,0.02009578,-0.034780629,-0.003949419,-0.035428762,-0.021051705,-0.028762713,0,-0.026674949,-0.000784591,-0.025227353,-0.002766192,,,
785,-0.003949419,-0.035428762,-0.021051705,-0.028762713,-0.026674949,-0.000784591,0,-0.025227353,-0.002766192,-0.020742364,-0.003304213,,,
786,-0.021051705,-0.028762713,-0.026674949,-0.000784591,-0.025227353,-0.002766192,0,-0.020742364,-0.003304213,-0.016905412,-0.003143013,,,
787,-0.026674949,-0.000784591,-0.025227353,-0.002766192,-0.020742364,-0.003304213,0,-0.016905412,-0.003143013,-0.014790244,-0.002875537,,,
788,-0.025227353,-0.002766192,-0.020742364,-0.003304213,-0.016905412,-0.003143013,0,-0.014790244,-0.002875537,-0.013945632,-0.002522528,,,
789,-0.020742364,-0.003304213,-0.016905412,-0.003143013,-0.014790244,-0.002875537,0,-0.013945632,-0.002522528,-0.012924194,-0.003702134,,,
790,-0.016905412,-0.003143013,-0.014790244,-0.002875537,-0.013945632,-0.002522528,0,-0.012924194,-0.003702134,-0.012488112,-0.007015437,,,
791,-0.014790244,-0.002875537,-0.013945632,-0.002522528,-0.012924194,-0.003702134,0,-0.012488112,-0.007015437,-0.013096422,4.08E-05,,,
792,-0.013945632,-0.002522528,-0.012924194,-0.003702134,-0.012488112,-0.007015437,0,-0.013096422,4.08E-05,-0.014300644,0.000960737,,,
793,-0.012924194,-0.003702134,-0.012488112,-0.007015437,-0.013096422,4.08E-05,0,-0.014300644,0.000960737,-0.015855312,0.000216246,,,
794,-0.012488112,-0.007015437,-0.013096422,4.08E-05,-0.014300644,0.000960737,0,-0.015855312,0.000216246,-0.016836107,-0.003708929,,,
795,-0.013096422,4.08E-05,-0.014300644,0.000960737,-0.015855312,0.000216246,0,-0.016836107,-0.003708929,-0.016983762,-0.004791349,,,
796,-0.014300644,0.000960737,-0.015855312,0.000216246,-0.016836107,-0.003708929,0,-0.016983762,-0.004791349,-0.018084988,-0.004066199,,,
797,-0.015855312,0.000216246,-0.016836107,-0.003708929,-0.016983762,-0.004791349,0,-0.018084988,-0.004066199,-0.020242661,-0.010663837,,,
798,-0.016836107,-0.003708929,-0.016983762,-0.004791349,-0.018084988,-0.004066199,0,-0.020242661,-0.010663837,-0.023133636,-0.010626435,,,
799,-0.016983762,-0.004791349,-0.018084988,-0.004066199,-0.020242661,-0.010663837,0,-0.023133636,-0.010626435,-0.023315907,0.004495889,,,
800,-0.018084988,-0.004066199,-0.020242661,-0.010663837,-0.023133636,-0.010626435,0,-0.023315907,0.004495889,-0.013782799,0.004718423,,,
801,-0.020242661,-0.010663837,-0.023133636,-0.010626435,-0.023315907,0.004495889,0,-0.013782799,0.004718423,0.002646863,0.005958706,,,
802,-0.023133636,-0.010626435,-0.023315907,0.004495889,-0.013782799,0.004718423,0,0.002646863,0.005958706,0.013344556,0.007306993,,,
803,-0.023315907,0.004495889,-0.013782799,0.004718423,0.002646863,0.005958706,0,0.013344556,0.007306993,0.020371825,0.005965799,,,
804,-0.013782799,0.004718423,0.002646863,0.005958706,0.013344556,0.007306993,1,0.020371825,0.005965799,0.02780655,0,,,
805,0.002646863,0.005958706,0.013344556,0.007306993,0.020371825,0.005965799,0,0.02780655,0,0.035917759,0,,,
806,0.013344556,0.007306993,0.020371825,0.005965799,0.02780655,0,0,0.035917759,0,0.040495068,0,,,
807,0.020371825,0.005965799,0.02780655,0,0.035917759,0,0,0.040495068,0,0.036174506,0,,,
808,0.02780655,0,0.035917759,0,0.040495068,0,0,0.036174506,0,0.030758888,0,,,
809,0.035917759,0,0.040495068,0,0.036174506,0,0,0.030758888,0,0.019583106,0,,,
810,0.040495068,0,0.036174506,0,0.030758888,0,0,0.019583106,0,0.005377024,0,,,
811,0.036174506,0,0.030758888,0,0.019583106,0,0,0.005377024,0,-0.003780037,0,,,
812,0.030758888,0,0.019583106,0,0.005377024,0,0,-0.003780037,0,-0.005430877,0,,,
813,0.019583106,0,0.005377024,0,-0.003780037,0,0,-0.005430877,0,0.000956327,0,,,
814,0.005377024,0,-0.003780037,0,-0.005430877,0,0,0.000956327,0,0.007795602,0,,,
815,-0.003780037,0,-0.005430877,0,0.000956327,0,0,0.007795602,0,0.009927601,0.035226405,,,
816,-0.005430877,0,0.000956327,0,0.007795602,0,0,0.009927601,0.035226405,0.006105185,-0.005158067,,,
817,0.000956327,0,0.007795602,0,0.009927601,0.035226405,0,0.006105185,-0.005158067,0.001075193,-0.001579225,,,
818,0.007795602,0,0.009927601,0.035226405,0.006105185,-0.005158067,0,0.001075193,-0.001579225,-0.003742188,0.002239645,,,
819,0.009927601,0.035226405,0.006105185,-0.005158067,0.001075193,-0.001579225,0,-0.003742188,0.002239645,-0.008689627,0.001182497,,,
820,0.006105185,-0.005158067,0.001075193,-0.001579225,-0.003742188,0.002239645,0,-0.008689627,0.001182497,-0.013293505,-0.00384602,,,
821,0.001075193,-0.001579225,-0.003742188,0.002239645,-0.008689627,0.001182497,0,-0.013293505,-0.00384602,-0.017087877,-0.008451074,,,
822,-0.003742188,0.002239645,-0.008689627,0.001182497,-0.013293505,-0.00384602,0,-0.017087877,-0.008451074,-0.018452734,0,,,
823,-0.008689627,0.001182497,-0.013293505,-0.00384602,-0.017087877,-0.008451074,0,-0.018452734,0,-0.015322924,0,,,
824,-0.013293505,-0.00384602,-0.017087877,-0.008451074,-0.018452734,0,0,-0.015322924,0,-0.009643555,0,,,
825,-0.017087877,-0.008451074,-0.018452734,0,-0.015322924,0,0,-0.009643555,0,-0.000873744,0,,,
826,-0.018452734,0,-0.015322924,0,-0.009643555,0,0,-0.000873744,0,0.008932754,0,,,
827,-0.015322924,0,-0.009643555,0,-0.000873744,0,0,0.008932754,0,0.009214714,-0.006915689,,,
828,-0.009643555,0,-0.000873744,0,0.008932754,0,0,0.009214714,-0.006915689,0.003085807,-0.004926115,,,
829,-0.000873744,0,0.008932754,0,0.009214714,-0.006915689,0,0.003085807,-0.004926115,-0.00612925,-0.003037781,,,
830,0.008932754,0,0.009214714,-0.006915689,0.003085807,-0.004926115,0,-0.00612925,-0.003037781,-0.012567878,-0.000984371,,,
831,0.009214714,-0.006915689,0.003085807,-0.004926115,-0.00612925,-0.003037781,0,-0.012567878,-0.000984371,-0.013423771,-0.000579864,,,
832,0.003085807,-0.004926115,-0.00612925,-0.003037781,-0.012567878,-0.000984371,0,-0.013423771,-0.000579864,-0.015109763,-0.005000442,,,
